"strategy_id","asset_key","asset_name","market","symbol","phase","variant_id","side","signal_time","entry_index","exit_index","entry_time","exit_time","entry_price","exit_price","net_units","r_multiple","tp_units","sl_units","cost_units","exit_reason","bars_held","source","tp_mode","sl_mode","size_mode","size_multiplier"
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2023-10-27T14:30:00Z","93620","93638","2023-10-27T14:45:00Z","2023-10-27T19:15:00Z","1.2125","1.2113","9.999999999998678","0.019920318725096968","150","500","2.0","signal","18","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2023-11-01T09:15:00Z","93884","93886","2023-11-01T09:30:00Z","2023-11-01T10:00:00Z","1.2141","1.214","-1.0000000000001101","-0.0019920318725101796","150","500","2.0","signal","2","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2023-11-17T14:15:00Z","95044","95327","2023-11-17T14:30:00Z","2023-11-22T15:15:00Z","1.2416","1.246","-45.999999999999595","-0.09163346613545736","150","500","2.0","signal","283","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2023-12-12T15:45:00Z","96661","96691","2023-12-12T16:00:00Z","2023-12-12T23:30:00Z","1.2561","1.257","6.999999999999009","0.013944223107567747","150","500","2.0","signal","30","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2024-01-11T18:00:00Z","98592","98598","2024-01-11T18:15:00Z","2024-01-11T19:45:00Z","1.2735","1.276","22.999999999999467","0.04581673306772802","150","500","2.0","signal","6","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2024-01-17T16:00:00Z","98960","98977","2024-01-17T16:15:00Z","2024-01-17T20:30:00Z","1.2668","1.26775","7.500000000000064","0.014940239043824828","150","500","2.0","signal","17","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2024-02-08T14:45:00Z","100472","100497","2024-02-08T15:00:00Z","2024-02-08T21:15:00Z","1.2609","1.26185","7.500000000000064","0.014940239043824828","150","500","2.0","signal","25","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2024-02-16T15:30:00Z","101052","101057","2024-02-16T15:45:00Z","2024-02-16T17:00:00Z","1.2584","1.2587","0.9999999999996696","0.001992031872509302","150","500","2.0","signal","5","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2024-03-13T11:00:00Z","102767","102796","2024-03-13T11:15:00Z","2024-03-13T18:30:00Z","1.27945","1.27995","2.9999999999994493","0.005976095617528783","150","500","2.0","signal","29","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2024-04-19T14:30:00Z","105345","105347","2024-04-19T14:45:00Z","2024-04-19T15:15:00Z","1.24445","1.242","22.500000000000632","0.04482071713147536","150","500","2.0","signal","2","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2024-05-02T15:45:00Z","106198","106209","2024-05-02T16:00:00Z","2024-05-02T18:45:00Z","1.2507","1.2534","25.000000000001467","0.04980079681275193","150","500","2.0","signal","11","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2024-05-29T12:15:00Z","107976","108090","2024-05-29T12:30:00Z","2024-05-30T17:00:00Z","1.27535","1.2741","-14.499999999999734","-0.02888446215139389","150","500","2.0","signal","114","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2024-05-31T14:45:00Z","108178","108242","2024-05-31T15:00:00Z","2024-06-03T09:00:00Z","1.2731","1.2705","23.999999999999357","0.047808764940237766","150","500","2.0","signal","64","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2024-06-03T11:00:00Z","108251","108263","2024-06-03T11:15:00Z","2024-06-03T14:15:00Z","1.2724","1.2782","56.00000000000027","0.11155378486055831","150","500","2.0","signal","12","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2024-08-05T07:15:00Z","112484","112489","2024-08-05T07:30:00Z","2024-08-05T08:45:00Z","1.27865","1.27975","8.999999999998789","0.017928286852587228","150","500","2.0","signal","5","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2024-12-03T16:30:00Z","120693","120701","2024-12-03T16:45:00Z","2024-12-03T18:45:00Z","1.2664","1.26945","28.49999999999997","0.05677290836653381","150","500","2.0","signal","8","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2024-12-03T19:45:00Z","120706","120733","2024-12-03T20:00:00Z","2024-12-04T02:45:00Z","1.2668","1.2664","1.9999999999995595","0.0039840637450190425","150","500","2.0","signal","27","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2024-12-10T16:30:00Z","121173","121180","2024-12-10T16:45:00Z","2024-12-10T18:30:00Z","1.275","1.27555","3.5000000000005045","0.006972111553785866","150","500","2.0","signal","7","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2024-12-20T20:45:00Z","121958","122014","2024-12-20T21:00:00Z","2024-12-23T11:00:00Z","1.2574","1.25455","26.500000000000192","0.05278884462151433","150","500","2.0","signal","56","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2025-01-15T09:00:00Z","123393","123487","2025-01-15T09:15:00Z","2025-01-16T08:45:00Z","1.2203","1.2203","-2.0","-0.00398406374501992","150","500","2.0","signal","94","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2025-03-14T10:30:00Z","127431","127520","2025-03-14T10:45:00Z","2025-03-17T10:00:00Z","1.2941","1.2952","8.999999999998789","0.017928286852587228","150","500","2.0","signal","89","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2025-03-24T11:30:00Z","128003","128012","2025-03-24T11:45:00Z","2025-03-24T14:00:00Z","1.2947","1.2918","26.999999999999027","0.05378486055776698","150","500","2.0","signal","9","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2025-03-25T14:00:00Z","128109","128175","2025-03-25T14:15:00Z","2025-03-26T06:45:00Z","1.2936","1.2936","-2.0","-0.00398406374501992","150","500","2.0","signal","66","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2025-04-01T08:45:00Z","128564","128666","2025-04-01T09:00:00Z","2025-04-02T10:30:00Z","1.2926","1.2935","7.000000000001229","0.01394422310757217","150","500","2.0","signal","102","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2025-05-15T14:15:00Z","131626","131723","2025-05-15T14:30:00Z","2025-05-16T14:45:00Z","1.32783","1.32584","17.900000000001583","0.03565737051793144","150","500","2.0","signal","97","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2025-05-30T08:30:00Z","132648","132713","2025-05-30T08:45:00Z","2025-06-02T02:30:00Z","1.34811","1.34905","7.400000000001629","0.014741035856576951","150","500","2.0","signal","65","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2025-06-09T15:00:00Z","133239","133243","2025-06-09T15:15:00Z","2025-06-09T16:15:00Z","1.35518","1.35555","1.6999999999998145","0.0033864541832665626","150","500","2.0","signal","4","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2025-08-11T16:00:00Z","137521","137533","2025-08-11T16:15:00Z","2025-08-11T19:15:00Z","1.34207","1.34308","8.099999999999554","0.016135458167329787","150","500","2.0","signal","12","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2025-09-18T11:15:00Z","140182","140183","2025-09-18T11:30:00Z","2025-09-18T11:45:00Z","1.36273","1.36158","9.499999999999844","0.01892430278884431","150","500","2.0","signal","1","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2025-11-18T18:30:00Z","144306","144594","2025-11-18T18:45:00Z","2025-11-21T18:45:00Z","1.31558","1.30995","-58.30000000000024","-0.11613545816733116","150","500","2.0","signal","288","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2025-12-12T17:30:00Z","146024","146091","2025-12-12T17:45:00Z","2025-12-15T10:30:00Z","1.33726","1.33792","4.6000000000010495","0.009163346613547908","150","500","2.0","signal","67","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2025-12-19T16:30:00Z","146500","146512","2025-12-19T16:45:00Z","2025-12-19T19:45:00Z","1.33756","1.33865","8.899999999998133","0.017729083665334926","150","500","2.0","signal","12","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2026-01-01T18:45:00Z","147181","147211","2026-01-01T19:00:00Z","2026-01-02T02:30:00Z","1.34725","1.34889","14.399999999998638","0.028685258964140713","150","500","2.0","signal","30","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2026-01-21T15:45:00Z","148897","148904","2026-01-21T16:00:00Z","2026-01-21T17:45:00Z","1.34281","1.34219","4.200000000000649","0.008366533864543127","150","500","2.0","signal","7","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2026-02-03T08:45:00Z","150117","150123","2026-02-03T09:00:00Z","2026-02-03T10:30:00Z","1.36875","1.36672","18.299999999999763","0.0364541832669318","150","500","2.0","signal","6","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2026-02-09T01:15:00Z","150571","150575","2026-02-09T01:30:00Z","2026-02-09T02:30:00Z","1.36053","1.3603","0.29999999999952465","0.0005976095617520412","150","500","2.0","signal","4","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2026-02-09T03:15:00Z","150579","150588","2026-02-09T03:30:00Z","2026-02-09T05:45:00Z","1.36069","1.3616","7.099999999999664","0.014143426294820047","150","500","2.0","signal","9","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2026-02-22T19:30:00Z","151892","151992","2026-02-22T19:45:00Z","2026-02-23T20:45:00Z","1.34855","1.34905","-7.00000000000167","-0.013944223107573048","150","500","2.0","signal","100","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2026-02-24T02:30:00Z","152016","152070","2026-02-24T02:45:00Z","2026-02-24T16:15:00Z","1.34967","1.35263","27.600000000000737","0.05498007968127637","150","500","2.0","signal","54","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2026-03-23T01:45:00Z","154605","154649","2026-03-23T02:00:00Z","2026-03-23T13:00:00Z","1.33333","1.34283","93.00000000000064","0.18525896414342757","150","500","2.0","signal","44","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2026-03-31T17:00:00Z","155434","155448","2026-03-31T17:15:00Z","2026-03-31T20:45:00Z","1.32308","1.32282","-4.59999999999927","-0.009163346613544362","150","500","2.0","signal","14","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2026-04-21T20:45:00Z","157461","157484","2026-04-21T21:00:00Z","2026-04-22T02:45:00Z","1.35089","1.35063","-4.59999999999927","-0.009163346613544362","150","500","2.0","end","23","live_realistic_holdout_2022_to_present","custom","custom","auto",
