strategy_id,asset_key,asset_name,market,symbol,phase,variant_id,side,signal_time,entry_index,exit_index,entry_time,exit_time,entry_price,exit_price,net_units,r_multiple,tp_units,sl_units,cost_units,exit_reason,bars_held,source,tp_mode,sl_mode,size_mode,size_multiplier
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2025-01-14T15:00:00Z,116946,116993,2025-01-14T15:15:00Z,2025-01-15T04:00:00Z,2670.63,2675.805,517.499999999973,1.035,1500,500,0,max_bars,48,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2025-02-18T02:30:00Z,119176,119216,2025-02-18T02:45:00Z,2025-02-18T12:45:00Z,2903.51,2918.51,1500,3,1500,500,0,tp,41,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2025-02-25T03:30:00Z,119640,119675,2025-02-25T03:45:00Z,2025-02-25T12:30:00Z,2943.12,2928.12,1500,3,1500,500,0,tp,36,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.53
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2025-03-06T07:45:00Z,120301,120308,2025-03-06T08:00:00Z,2025-03-06T09:45:00Z,2910.11,2895.11,1500,3,1500,500,0,tp,8,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.67
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2025-03-07T13:45:00Z,120417,120418,2025-03-07T14:00:00Z,2025-03-07T14:15:00Z,2913.8,2918.8,-500,-1,1500,500,0,sl,2,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.52
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2025-03-12T07:15:00Z,120671,120673,2025-03-12T07:30:00Z,2025-03-12T08:00:00Z,2911.22,2916.22,-500,-1,1500,500,0,sl,3,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2025-03-24T07:15:00Z,121407,121432,2025-03-24T07:30:00Z,2025-03-24T13:45:00Z,3025.19,3020.19,-500,-1,1500,500,0,sl,26,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2025-04-09T01:45:00Z,122489,122490,2025-04-09T02:00:00Z,2025-04-09T02:15:00Z,3008.68,3003.68,-500,-1,1500,500,0,sl,2,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2025-04-28T14:15:00Z,123643,123643,2025-04-28T14:30:00Z,2025-04-28T14:30:00Z,3311.43,3326.43,1500,3,1500,500,0,tp,1,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.66
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2025-05-08T05:00:00Z,124342,124344,2025-05-08T05:15:00Z,2025-05-08T05:45:00Z,3375.02,3360.02,1500,3,1500,500,0,tp,3,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.89
