phase,base_trades,base_win_rate_pct,base_profit_factor_atr,trades,wins,losses,win_rate_pct,confidence_pct,confidence_lower_95_pct,profit_factor_atr,avg_pnl_atr,trades_per_day,trades_per_week,active_days,trades_per_active_day,active_weeks,trades_per_active_week,market,symbol
momentum,375,68.0,0.8601149692308451,71,69,2,97.1830985915493,96.77777777777779,92.72679675856845,13.36967664468177,2.6388634839038976,0.09795496026328271,0.6856847218429789,65,1.0923076923076922,47,1.5106382978723405,futures,6E
momentum,398,72.61306532663316,0.957358174456047,80,79,1,98.75,98.42732179415597,95.73438032962957,416.664424284612,2.261181235461987,0.10971115110996829,0.767978057769778,69,1.1594202898550725,49,1.6326530612244898,futures,6J
momentum,393,66.66666666666666,0.8697024206905541,92,84,8,91.30434782608695,91.0394265232975,85.26545278929785,37.17288936862984,2.4438543588816084,0.1262471768775551,0.8837302381428858,88,1.0454545454545454,55,1.6727272727272726,futures,CL
momentum,364,71.42857142857143,0.9395513762541323,83,74,9,89.1566265060241,88.94557823129252,82.27940177872752,32.58475947522668,2.419047180676775,0.11379605826906598,0.7965724078834618,80,1.0375,50,1.66,futures,ES
momentum,358,67.87709497206704,0.7402942187095936,66,63,3,95.45454545454545,95.04294171600101,89.88384627050918,145.82681717399416,2.3970260007240984,0.0907788411943378,0.6354518883603646,59,1.11864406779661,42,1.5714285714285714,futures,GC
momentum,389,66.32390745501286,0.7953874090808358,64,62,2,96.875,96.40498319161559,91.91355658016049,321.5697216948743,2.6635996043543146,0.08776139869729174,0.6143297908810421,60,1.0666666666666667,46,1.391304347826087,futures,HG
momentum,361,67.86703601108033,0.7379736213936084,90,87,3,96.66666666666667,96.35018720891296,92.5182027988906,171.2368647254388,2.6373699745644084,0.12322085627085769,0.8625459938960038,79,1.139240506329114,51,1.7647058823529411,futures,NG
momentum,354,65.5367231638418,0.885004684077754,70,63,7,90.0,89.65544680512453,82.62093388921417,16.2452471008171,2.754525019793605,0.09611671315168419,0.6728169920617894,66,1.0606060606060606,43,1.627906976744186,futures,NQ
momentum,393,67.43002544529261,1.1348202104769278,90,81,9,90.0,89.75197830159662,83.55465445997139,32.13292639232239,2.7488576957442703,0.12379642365887207,0.8665749656121045,84,1.0714285714285714,57,1.5789473684210527,futures,RTY
momentum,387,70.54263565891473,1.1122261835165905,79,74,5,93.67088607594937,93.38178294573642,87.9678216590673,28.222638241884336,2.5129588590725995,0.10942933410287857,0.76600533872015,70,1.1285714285714286,48,1.6458333333333333,futures,SI
momentum,396,66.16161616161617,1.0239479990445193,96,88,8,91.66666666666666,91.40372800166615,85.85389311614833,52.82018367096326,2.538912178656774,0.1315030963728204,0.9205216746097429,87,1.103448275862069,63,1.5238095238095237,futures,YM
momentum,380,69.47368421052632,1.2896532518196115,79,78,1,98.73417721518987,98.36842105263158,95.60946070614317,inf,2.635981956251588,0.10991782251402235,0.7694247575981564,76,1.0394736842105263,52,1.5192307692307692,futures,ZB
momentum,351,72.93447293447294,1.311766411768171,56,52,4,92.85714285714286,92.50762233218374,85.73213302431402,34.20402508651715,2.3682399265765404,0.07831597348677981,0.5482118144074587,54,1.037037037037037,38,1.4736842105263157,futures,ZN
