market,symbol,phase,pip_or_tick_size,round_trip_cost_units,signal_atr_mult,recent_signal_lookback,abs_close_ema200_atr_max,trade_rsi_min,trade_rsi_max,trades,wins,losses,win_rate_pct,profit_factor,avg_pips
futures,6E,mean_reversion,5e-05,2.0,2.0,10,2.0,-0.1,0.1,63,46,17,73.01587301587301,1.0476493011435932,1.1904761904764387
futures,6E,mean_reversion,5e-05,2.0,1.5,10,1.0,0.0,0.15,61,48,13,78.68852459016394,1.046186144156751,1.081967213114707
futures,6E,mean_reversion,5e-05,2.0,2.0,6,1.0,0.0,0.15,51,37,14,72.54901960784314,1.0444049733570167,0.9803921568627652
futures,6E,mean_reversion,5e-05,2.0,2.0,16,2.0,-0.05,0.15,73,56,17,76.71232876712328,1.0404901438465646,1.0410958904109893
futures,6E,mean_reversion,5e-05,2.0,1.5,24,2.0,-0.1,0.1,62,45,17,72.58064516129032,1.040455120101136,1.032258064516084
futures,6E,mean_reversion,5e-05,2.0,1.5,24,1.0,0.0,0.15,46,35,11,76.08695652173914,1.0400728597449855,0.9565217391303029
futures,6E,mean_reversion,5e-05,2.0,1.5,16,1.5,-0.05,0.15,70,53,17,75.71428571428571,1.039181286549701,0.9571428571426901
futures,6E,mean_reversion,5e-05,2.0,1.5,16,3.0,,,205,148,57,72.1951219512195,1.0390331244404667,1.0634146341463733
futures,6E,mean_reversion,5e-05,2.0,1.5,16,,0.0,0.15,95,70,25,73.68421052631578,1.0385144429160946,1.178947368421078
futures,6E,mean_reversion,5e-05,2.0,1.5,24,2.0,-0.1,0.25,115,83,32,72.17391304347827,1.034151957022254,0.773913043478208
futures,6E,mean_reversion,5e-05,2.0,1.5,10,2.0,0.0,0.15,77,59,18,76.62337662337663,1.0297941495124652,0.7142857142858484
futures,6E,mean_reversion,5e-05,2.0,1.5,6,1.5,-0.05,0.15,95,71,24,74.73684210526315,1.0256889304063508,0.578947368421027
futures,6E,mean_reversion,5e-05,2.0,1.5,16,3.0,-0.2,0.4,198,144,54,72.72727272727273,1.0242335230402062,0.666666666666688
futures,6E,mean_reversion,5e-05,2.0,2.0,6,,-0.2,0.4,267,181,86,67.79026217228464,1.0187681068144612,0.5580524344569553
futures,6E,mean_reversion,5e-05,2.0,2.0,16,1.0,-0.05,0.15,48,36,12,75.0,1.0165217391304335,0.39583333333330195
futures,6E,mean_reversion,5e-05,2.0,2.0,10,,-0.2,0.4,263,179,84,68.06083650190115,1.0157987866531857,0.4752851711026858
futures,6E,mean_reversion,5e-05,2.0,2.0,10,3.0,,,217,149,68,68.66359447004609,1.0157203624930695,0.3917050691245614
futures,6E,mean_reversion,5e-05,2.0,2.0,6,3.0,,,220,150,70,68.18181818181817,1.0150901729849156,0.37272727272741407
futures,6E,mean_reversion,5e-05,2.0,2.0,24,1.0,0.0,0.15,36,26,10,72.22222222222221,1.0149769585253476,0.3611111111111616
futures,6E,mean_reversion,5e-05,2.0,2.0,16,3.0,,,213,148,65,69.48356807511738,1.014708620368653,0.37089201877950884
futures,6E,mean_reversion,5e-05,2.0,3.0,24,1.0,-0.2,0.4,56,42,14,75.0,1.01357466063349,0.32142857142871367
futures,6E,mean_reversion,5e-05,2.0,2.0,16,0.75,0.0,0.15,38,28,10,73.68421052631578,1.0115207373271986,0.26315789473706125
futures,6E,mean_reversion,5e-05,2.0,2.0,6,1.5,-0.1,0.1,56,40,16,71.42857142857143,1.0102339181286644,0.2500000000002294
futures,6E,mean_reversion,5e-05,2.0,2.0,6,,,,299,199,100,66.5551839464883,1.0088704244329674,0.26421404682276833
futures,6E,mean_reversion,5e-05,2.0,2.0,16,,-0.2,0.4,258,177,81,68.6046511627907,1.007872016251906,0.24031007751942654
futures,6E,mean_reversion,5e-05,2.0,1.5,6,0.75,0.0,0.15,63,47,16,74.60317460317461,1.0078291814946594,0.17460317460311064
futures,6E,mean_reversion,5e-05,2.0,1.5,24,,,,278,187,91,67.26618705035972,1.0063872702823804,0.2050359712228858
futures,6E,mean_reversion,5e-05,2.0,2.0,10,,,,295,197,98,66.77966101694915,1.0054060141907881,0.16271186440679816
futures,6E,mean_reversion,5e-05,2.0,2.0,24,2.0,,,146,104,42,71.23287671232876,1.0005299417064109,0.013698630136948145
futures,6E,mean_reversion,5e-05,2.0,1.5,10,,0.0,0.15,102,77,25,75.49019607843137,0.9960604070912692,-0.11764705882347445
futures,6E,mean_reversion,5e-05,2.0,2.0,16,,,,290,194,96,66.89655172413794,0.9923163841807926,-0.2344827586206387
futures,6E,mean_reversion,5e-05,2.0,3.0,24,1.0,,,63,46,17,73.01587301587301,0.9919028340081006,-0.19047619047610836
futures,6E,mean_reversion,5e-05,2.0,2.0,6,1.5,,,130,90,40,69.23076923076923,0.990378234903782,-0.22307692307693028
futures,6E,mean_reversion,5e-05,2.0,1.5,6,,0.0,0.15,106,78,28,73.58490566037736,0.9885471204188527,-0.3301886792451533
futures,6E,mean_reversion,5e-05,2.0,2.0,6,2.0,0.0,0.15,73,54,19,73.97260273972603,0.9870480302212653,-0.32876712328761176
futures,6E,mean_reversion,5e-05,2.0,2.0,16,1.5,,,121,86,35,71.07438016528926,0.9867841409691638,-0.32231404958675736
futures,6E,mean_reversion,5e-05,2.0,1.5,10,1.5,-0.05,0.15,86,67,19,77.90697674418605,0.9865449303219594,-0.32558139534886615
futures,6E,mean_reversion,5e-05,2.0,1.5,6,3.0,-0.1,0.25,183,134,49,73.224043715847,0.9857232836447625,-0.3715846994535368
futures,6E,mean_reversion,5e-05,2.0,1.5,16,0.75,0.0,0.15,46,35,11,76.08695652173914,0.9840142095914631,-0.39130434782635864
futures,6E,mean_reversion,5e-05,2.0,2.0,6,1.5,-0.2,0.4,127,89,38,70.07874015748031,0.9829829829829821,-0.4015748031496242
futures,6E,mean_reversion,5e-05,2.0,1.5,16,,-0.05,0.15,123,90,33,73.17073170731707,0.9812286689419787,-0.6260162601626247
futures,6E,mean_reversion,5e-05,2.0,2.0,24,2.0,-0.2,0.4,140,100,40,71.42857142857143,0.9805696034069729,-0.5214285714285907
futures,6E,mean_reversion,5e-05,2.0,2.0,16,1.5,-0.2,0.4,118,85,33,72.03389830508475,0.9792092706203137,-0.5169491525423664
futures,6E,mean_reversion,5e-05,2.0,1.5,16,2.0,-0.1,0.25,130,97,33,74.61538461538461,0.9782808198225742,-0.5461538461538846
futures,6E,mean_reversion,5e-05,2.0,1.5,16,1.0,-0.1,0.25,91,67,24,73.62637362637363,0.9779376498800847,-0.5054945054947673
futures,6E,mean_reversion,5e-05,2.0,2.5,6,,-0.1,0.25,145,100,45,68.96551724137932,0.9759036144578357,-0.7586206896550352
futures,6E,mean_reversion,5e-05,2.0,2.0,10,1.0,0.0,0.15,47,34,13,72.3404255319149,0.9751111111111086,-0.5957446808511231
futures,6E,mean_reversion,5e-05,2.0,1.5,16,2.0,-0.1,0.1,78,59,19,75.64102564102564,0.9742451154529321,-0.7435897435897106
futures,6E,mean_reversion,5e-05,2.0,2.5,16,,-0.1,0.25,142,98,44,69.01408450704226,0.9740145342435624,-0.8309859154928388
futures,6E,mean_reversion,5e-05,2.0,1.5,24,2.0,0.0,0.15,62,45,17,72.58064516129032,0.9735182849937004,-0.6774193548385681
futures,6E,mean_reversion,5e-05,2.0,2.0,6,2.0,-0.1,0.25,121,86,35,71.07438016528926,0.9734748010610066,-0.6611570247934246
futures,6E,mean_reversion,5e-05,2.0,2.0,10,1.5,,,125,87,38,69.6,0.9728824907934374,-0.6480000000000246
futures,6E,mean_reversion,5e-05,2.0,3.0,24,2.0,-0.1,0.25,59,40,19,67.79661016949152,0.9727740986019247,-0.6271186440675331
futures,6E,mean_reversion,5e-05,2.0,3.0,6,0.75,-0.2,0.4,43,32,11,74.4186046511628,0.9721030042918527,-0.6046511627905403
futures,6E,mean_reversion,5e-05,2.0,3.0,10,0.75,-0.2,0.4,43,32,11,74.4186046511628,0.9721030042918527,-0.6046511627905403
futures,6E,mean_reversion,5e-05,2.0,3.0,16,0.75,-0.2,0.4,43,32,11,74.4186046511628,0.9721030042918527,-0.6046511627905403
futures,6E,mean_reversion,5e-05,2.0,2.0,10,1.5,-0.1,0.1,52,37,15,71.15384615384616,0.970938897168412,-0.7499999999998382
futures,6E,mean_reversion,5e-05,2.0,2.5,10,,-0.1,0.25,144,99,45,68.75,0.9704271631982511,-0.9374999999998863
futures,6E,mean_reversion,5e-05,2.0,2.0,16,2.0,-0.1,0.25,112,82,30,73.21428571428571,0.9695225194717232,-0.8035714285714407
futures,6E,mean_reversion,5e-05,2.0,1.5,24,,-0.1,0.1,121,82,39,67.76859504132231,0.9693279206134341,-1.1239669421490401
futures,6E,mean_reversion,5e-05,2.0,1.5,10,3.0,-0.1,0.25,171,128,43,74.85380116959064,0.9678869621066166,-0.8771929824561071
futures,6E,mean_reversion,5e-05,2.0,1.5,16,,-0.1,0.25,196,142,54,72.44897959183673,0.9674440444513963,-1.0612244897960674
futures,6E,mean_reversion,5e-05,2.0,2.0,6,2.0,-0.05,0.15,85,63,22,74.11764705882354,0.9671448403516895,-0.8352941176470555
futures,6E,mean_reversion,5e-05,2.0,1.5,6,3.0,-0.1,0.1,126,94,32,74.60317460317461,0.9659551472574992,-0.9999999999999682
futures,6E,mean_reversion,5e-05,2.0,2.0,6,1.5,-0.1,0.25,102,71,31,69.6078431372549,0.9656184486373167,-0.8039215686274529
futures,6E,mean_reversion,5e-05,2.0,2.0,10,1.5,-0.2,0.4,122,86,36,70.49180327868852,0.9653198653198638,-0.8442622950820019
futures,6E,mean_reversion,5e-05,2.0,2.0,16,1.5,-0.1,0.25,93,67,26,72.04301075268818,0.9603789836347986,-0.989247311827923
futures,6E,mean_reversion,5e-05,2.0,1.5,16,,-0.1,0.1,134,96,38,71.64179104477611,0.957843534657474,-1.5522388059703325
futures,6E,mean_reversion,5e-05,2.0,2.5,24,,-0.1,0.25,137,93,44,67.88321167883211,0.9559568377009521,-1.4598540145983725
futures,6E,mean_reversion,5e-05,2.0,2.0,10,2.0,-0.1,0.25,116,83,33,71.55172413793103,0.9558380729340895,-1.1379310344828166
futures,6E,mean_reversion,5e-05,2.0,2.0,24,,,,281,184,97,65.48042704626334,0.9558023572076177,-1.3879003558718246
futures,6E,mean_reversion,5e-05,2.0,1.5,10,3.0,-0.1,0.1,117,89,28,76.06837606837607,0.9545706371191153,-1.4017094017093534
futures,6E,mean_reversion,5e-05,2.0,2.0,24,2.0,0.0,0.15,56,41,15,73.21428571428571,0.9523510971786868,-1.3571428571427704
futures,6E,mean_reversion,5e-05,2.0,1.5,24,,0.0,0.15,95,66,29,69.47368421052632,0.9518682710576329,-1.5999999999999477
futures,6E,mean_reversion,5e-05,2.0,1.5,24,,-0.1,0.25,185,127,58,68.64864864864865,0.9505866798876165,-1.6162162162163882
futures,6E,mean_reversion,5e-05,2.0,1.5,6,2.0,-0.05,0.15,110,81,29,73.63636363636363,0.9503216583273808,-1.2636363636362622
futures,6E,mean_reversion,5e-05,2.0,2.0,24,3.0,-0.2,0.4,194,132,62,68.04123711340206,0.9490792934986901,-1.396907216494694
futures,6E,mean_reversion,5e-05,2.0,2.0,10,2.0,0.0,0.15,69,51,18,73.91304347826086,0.9449244060475167,-1.47826086956521
futures,6E,mean_reversion,5e-05,2.0,2.0,10,1.5,-0.1,0.25,97,68,29,70.10309278350515,0.9431721798134004,-1.3814432989690912
futures,6E,mean_reversion,5e-05,2.0,1.5,10,0.75,0.0,0.15,55,43,12,78.18181818181819,0.9423778264040806,-1.436363636363739
futures,6E,mean_reversion,5e-05,2.0,2.0,10,2.0,-0.05,0.15,80,60,20,75.0,0.9423617619493904,-1.5375000000000223
futures,6E,mean_reversion,5e-05,2.0,2.0,16,3.0,-0.05,0.15,91,67,24,73.62637362637363,0.9404021937842815,-1.7912087912086923
futures,6E,mean_reversion,5e-05,2.0,1.5,10,,-0.1,0.1,150,110,40,73.33333333333333,0.9394568087514111,-2.140000000000119
futures,6E,mean_reversion,5e-05,2.0,2.0,24,,-0.2,0.4,250,166,84,66.4,0.9388261570914526,-1.97199999999994
futures,6E,mean_reversion,5e-05,2.0,1.5,16,1.5,-0.1,0.25,112,84,28,75.0,0.9342152306042125,-1.6428571428572991
futures,6E,mean_reversion,5e-05,2.0,1.5,10,,-0.05,0.15,136,102,34,75.0,0.9301075268817212,-2.294117647058791
futures,6E,mean_reversion,5e-05,2.0,1.5,6,,-0.05,0.15,142,104,38,73.23943661971832,0.9291111111111136,-2.246478873239359
futures,6E,mean_reversion,5e-05,2.0,3.0,6,0.75,,,48,35,13,72.91666666666666,0.9282428702851908,-1.6249999999999467
futures,6E,mean_reversion,5e-05,2.0,3.0,10,0.75,,,48,35,13,72.91666666666666,0.9282428702851908,-1.6249999999999467
futures,6E,mean_reversion,5e-05,2.0,3.0,16,0.75,,,48,35,13,72.91666666666666,0.9282428702851908,-1.6249999999999467
futures,6E,mean_reversion,5e-05,2.0,1.5,24,1.5,-0.1,0.1,50,36,14,72.0,0.9269619269619164,-1.8800000000002774
futures,6E,mean_reversion,5e-05,2.0,2.0,24,2.0,-0.1,0.25,104,75,29,72.11538461538461,0.926132404181185,-2.038461538461534
futures,6E,mean_reversion,5e-05,2.0,1.5,6,1.0,-0.1,0.25,113,82,31,72.56637168141593,0.9226519337016544,-1.7345132743363494
futures,6E,mean_reversion,5e-05,2.0,2.0,6,1.0,-0.05,0.15,58,42,16,72.41379310344827,0.9225852272727255,-1.8793103448276363
futures,6E,mean_reversion,5e-05,2.0,1.5,24,2.0,,,140,100,40,71.42857142857143,0.9216903073286016,-1.8928571428572338
futures,6E,mean_reversion,5e-05,2.0,2.0,16,3.0,-0.1,0.1,75,52,23,69.33333333333334,0.9211206896551812,-2.4399999999997433
futures,6E,mean_reversion,5e-05,2.0,1.5,6,,-0.1,0.1,155,112,43,72.25806451612902,0.9206556155708681,-2.7483870967742536
futures,6E,mean_reversion,5e-05,2.0,2.0,24,3.0,,,209,140,69,66.98564593301435,0.919130744567159,-2.1722488038276047
futures,6E,mean_reversion,5e-05,2.0,1.5,10,2.0,-0.05,0.15,101,77,24,76.23762376237624,0.9189189189189231,-2.198019801980087
futures,6E,mean_reversion,5e-05,2.0,1.5,24,1.0,-0.1,0.25,83,60,23,72.28915662650603,0.9188911704311999,-1.9036144578316017
futures,6E,mean_reversion,5e-05,2.0,2.0,24,2.0,-0.05,0.15,65,48,17,73.84615384615385,0.9115610015983002,-2.553846153846024
futures,6E,mean_reversion,5e-05,2.0,2.5,24,1.0,,,66,48,18,72.72727272727273,0.9109429569266642,-2.3181818181816807
futures,6E,mean_reversion,5e-05,2.0,2.0,24,1.5,-0.1,0.25,87,61,26,70.11494252873564,0.9106120651695295,-2.333333333333321
futures,6E,mean_reversion,5e-05,2.0,1.5,24,1.5,-0.05,0.15,61,45,16,73.77049180327869,0.9094827586206848,-2.4098360655739066
futures,6E,mean_reversion,5e-05,2.0,1.5,24,2.0,-0.05,0.15,75,54,21,72.0,0.9059216809933182,-2.6266666666665666
futures,6E,mean_reversion,5e-05,2.0,2.5,24,1.0,-0.2,0.4,62,46,16,74.19354838709677,0.902989627821849,-2.564516129032088
futures,6E,mean_reversion,5e-05,2.0,1.5,24,2.0,-0.2,0.4,137,97,40,70.8029197080292,0.8980496453900689,-2.518248175182538
futures,6E,mean_reversion,5e-05,2.0,2.0,6,3.0,-0.05,0.15,103,74,29,71.84466019417476,0.8973169923815865,-3.009708737864008
futures,6E,mean_reversion,5e-05,2.0,1.5,6,1.0,-0.05,0.15,83,61,22,73.49397590361446,0.8969957081545034,-2.6024096385543114
futures,6E,mean_reversion,5e-05,2.0,1.5,10,,-0.1,0.25,207,150,57,72.46376811594203,0.8958976621085111,-3.4202898550725416
futures,6E,mean_reversion,5e-05,2.0,1.5,24,0.75,0.0,0.15,40,30,10,75.0,0.8932692307692237,-2.7750000000001904
futures,6E,mean_reversion,5e-05,2.0,2.0,16,1.0,-0.1,0.1,34,25,9,73.52941176470588,0.8913738019169415,-2.999999999999757
futures,6E,mean_reversion,5e-05,2.0,1.5,24,1.5,,,118,85,33,72.03389830508475,0.8894366197183023,-2.661016949152731
futures,6E,mean_reversion,5e-05,2.0,2.5,6,0.75,,,57,43,14,75.43859649122807,0.8888081395348856,-2.6842105263157525
futures,6E,mean_reversion,5e-05,2.0,1.5,6,,-0.1,0.25,215,153,62,71.16279069767441,0.8880477507643021,-3.5767441860465534
futures,6E,mean_reversion,5e-05,2.0,1.5,24,,-0.05,0.15,119,82,37,68.90756302521008,0.8874080882352945,-4.117647058823517
futures,6E,mean_reversion,5e-05,2.0,1.5,6,1.5,-0.1,0.25,137,100,37,72.99270072992701,0.8834655277608283,-2.7883211678832533
futures,6E,mean_reversion,5e-05,2.0,2.0,16,3.0,-0.1,0.25,142,99,43,69.71830985915493,0.8805299266619395,-3.55633802816889
futures,6E,mean_reversion,5e-05,2.0,2.0,24,1.5,,,117,81,36,69.23076923076923,0.8804554079696388,-3.230769230769244
futures,6E,mean_reversion,5e-05,2.0,2.0,10,3.0,-0.05,0.15,98,71,27,72.44897959183673,0.8790106951871682,-3.6938775510203583
futures,6E,mean_reversion,5e-05,2.0,2.0,6,3.0,-0.1,0.25,150,102,48,68.0,0.8780885780885819,-3.486666666666575
futures,6E,mean_reversion,5e-05,2.0,2.5,6,0.75,-0.2,0.4,54,41,13,75.92592592592592,0.8767334360554748,-2.962962962962855
futures,6E,mean_reversion,5e-05,2.0,1.5,24,1.5,-0.2,0.4,117,84,33,71.7948717948718,0.8753521126760488,-3.025641025641216
futures,6E,mean_reversion,5e-05,2.0,1.5,10,1.0,-0.1,0.25,104,77,27,74.03846153846155,0.8751999999999955,-3.000000000000102
futures,6E,mean_reversion,5e-05,2.0,1.5,6,1.0,,,122,88,34,72.1311475409836,0.872852233676973,-3.0327868852459705
futures,6E,mean_reversion,5e-05,2.0,1.5,6,1.0,-0.2,0.4,122,88,34,72.1311475409836,0.872852233676973,-3.0327868852459705
futures,6E,mean_reversion,5e-05,2.0,2.0,24,1.5,-0.2,0.4,114,80,34,70.17543859649122,0.8728139904610484,-3.5087719298245883
futures,6E,mean_reversion,5e-05,2.0,1.5,6,2.0,-0.1,0.1,105,78,27,74.28571428571429,0.8727333781061144,-3.609523809523738
futures,6E,mean_reversion,5e-05,2.0,2.0,6,0.75,0.0,0.15,47,33,14,70.2127659574468,0.8721136767318038,-3.063829787233829
futures,6E,mean_reversion,5e-05,2.0,2.0,10,3.0,-0.1,0.25,146,100,46,68.4931506849315,0.8716866056767569,-3.746575342465667
futures,6E,mean_reversion,5e-05,2.0,2.5,10,0.75,,,56,42,14,75.0,0.8706395348837201,-3.1785714285714555
futures,6E,mean_reversion,5e-05,2.0,2.5,16,0.75,,,56,42,14,75.0,0.8706395348837201,-3.1785714285714555
futures,6E,mean_reversion,5e-05,2.0,1.5,6,2.0,-0.1,0.25,158,114,44,72.15189873417721,0.8675742574257438,-3.3860759493670614
futures,6E,mean_reversion,5e-05,2.0,2.0,10,1.0,-0.05,0.15,54,39,15,72.22222222222221,0.867093105899072,-3.4629629629630876
futures,6E,mean_reversion,5e-05,2.0,2.0,24,3.0,-0.1,0.25,137,93,44,67.88321167883211,0.8638430246470492,-4.153284671532723
futures,6E,mean_reversion,5e-05,2.0,2.0,6,3.0,-0.1,0.1,85,58,27,68.23529411764706,0.8629558541266874,-4.1999999999997835
futures,6E,mean_reversion,5e-05,2.0,2.5,10,0.75,-0.2,0.4,53,40,13,75.47169811320755,0.8574730354391391,-3.49056603773581
futures,6E,mean_reversion,5e-05,2.0,2.5,16,0.75,-0.2,0.4,53,40,13,75.47169811320755,0.8574730354391391,-3.49056603773581
futures,6E,mean_reversion,5e-05,2.0,1.5,10,2.0,-0.1,0.1,96,73,23,76.04166666666666,0.8555594042258433,-4.343749999999902
futures,6E,mean_reversion,5e-05,2.0,1.5,6,1.0,-0.1,0.1,68,50,18,73.52941176470588,0.8550805108273171,-3.838235294117671
futures,6E,mean_reversion,5e-05,2.0,1.5,16,1.0,-0.05,0.15,60,44,16,73.33333333333333,0.8546099290780044,-4.100000000000285
futures,6E,mean_reversion,5e-05,2.0,1.5,10,1.5,-0.1,0.25,127,95,32,74.80314960629921,0.8533250466128008,-3.716535433070921
futures,6E,mean_reversion,5e-05,2.0,2.0,24,1.0,-0.05,0.15,42,30,12,71.42857142857143,0.850434782608697,-4.095238095238073
futures,6E,mean_reversion,5e-05,2.0,3.0,24,1.0,-0.1,0.25,37,27,10,72.97297297297297,0.8462273161413639,-4.351351351351154
futures,6E,mean_reversion,5e-05,2.0,1.5,10,2.0,-0.1,0.25,146,108,38,73.97260273972603,0.843718338399191,-4.226027397260226
futures,6E,mean_reversion,5e-05,2.0,1.5,6,1.5,,,151,108,43,71.52317880794702,0.8436069986541042,-3.8476821192053148
futures,6E,mean_reversion,5e-05,2.0,1.5,6,1.5,-0.2,0.4,151,108,43,71.52317880794702,0.8436069986541042,-3.8476821192053148
futures,6E,mean_reversion,5e-05,2.0,1.5,10,1.0,-0.05,0.15,75,57,18,76.0,0.8424624333494865,-4.333333333333459
futures,6E,mean_reversion,5e-05,2.0,2.0,24,3.0,-0.1,0.1,70,47,23,67.14285714285714,0.8419426048565197,-5.114285714285498
futures,6E,mean_reversion,5e-05,2.0,2.0,24,3.0,-0.05,0.15,85,59,26,69.41176470588235,0.841155234657045,-5.176470588235154
futures,6E,mean_reversion,5e-05,2.0,2.0,10,3.0,-0.1,0.1,81,55,26,67.90123456790124,0.8410236525785251,-5.0617283950615555
futures,6E,mean_reversion,5e-05,2.0,2.0,16,0.75,-0.1,0.1,30,22,8,73.33333333333333,0.8399545970488209,-4.699999999999627
futures,6E,mean_reversion,5e-05,2.0,1.5,6,1.5,-0.1,0.1,89,66,23,74.15730337078652,0.8331980519480526,-4.617977528089872
futures,6E,mean_reversion,5e-05,2.0,1.5,10,1.0,,,114,83,31,72.80701754385966,0.8310152990264215,-4.263157894736941
futures,6E,mean_reversion,5e-05,2.0,1.5,10,1.0,-0.2,0.4,114,83,31,72.80701754385966,0.8310152990264215,-4.263157894736941
futures,6E,mean_reversion,5e-05,2.0,1.5,6,0.75,-0.1,0.25,98,70,28,71.42857142857143,0.8303030303030244,-4.00000000000014
futures,6E,mean_reversion,5e-05,2.0,2.5,6,,-0.05,0.15,84,60,24,71.42857142857143,0.8280701754386021,-6.416666666666472
futures,6E,mean_reversion,5e-05,2.0,1.5,6,0.75,-0.05,0.15,75,55,20,73.33333333333333,0.8249611600207124,-4.506666666666746
futures,6E,mean_reversion,5e-05,2.0,1.5,16,1.5,-0.1,0.1,65,48,17,73.84615384615385,0.8244575936883597,-5.476923076923173
futures,6E,mean_reversion,5e-05,2.0,2.5,16,,-0.05,0.15,81,58,23,71.60493827160494,0.8241722918675711,-6.753086419752921
futures,6E,mean_reversion,5e-05,2.0,2.5,10,,-0.05,0.15,83,59,24,71.08433734939759,0.8200956937799088,-6.795180722891413
futures,6E,mean_reversion,5e-05,2.0,1.5,16,1.0,-0.1,0.1,47,33,14,70.2127659574468,0.8181818181818084,-5.40425531914922
futures,6E,mean_reversion,5e-05,2.0,1.5,10,1.5,,,142,103,39,72.53521126760563,0.8164158686730493,-4.725352112676084
futures,6E,mean_reversion,5e-05,2.0,1.5,10,1.5,-0.2,0.4,142,103,39,72.53521126760563,0.8164158686730493,-4.725352112676084
futures,6E,mean_reversion,5e-05,2.0,2.0,16,0.75,-0.05,0.15,43,31,12,72.09302325581395,0.81391304347827,-4.976744186046285
futures,6E,mean_reversion,5e-05,2.0,1.5,16,0.75,-0.1,0.25,74,53,21,71.62162162162163,0.8135411069317441,-4.689189189189521
futures,6E,mean_reversion,5e-05,2.0,1.5,10,1.0,-0.1,0.1,62,46,16,74.19354838709677,0.8116515837104039,-5.370967741935578
futures,6E,mean_reversion,5e-05,2.0,2.0,6,1.0,-0.1,0.1,42,31,11,73.80952380952381,0.8112416107382624,-5.3571428571426445
futures,6E,mean_reversion,5e-05,2.0,1.5,10,1.5,-0.1,0.1,82,62,20,75.60975609756098,0.8099792099792096,-5.5731707317073305
futures,6E,mean_reversion,5e-05,2.0,1.5,16,2.0,,,156,111,45,71.15384615384616,0.8053555355535534,-5.544871794871845
futures,6E,mean_reversion,5e-05,2.0,2.5,6,,-0.1,0.1,85,58,27,68.23529411764706,0.8048780487804905,-7.717647058823422
futures,6E,mean_reversion,5e-05,2.0,1.5,6,2.0,,,175,123,52,70.28571428571428,0.8040641711229957,-5.2342857142856865
futures,6E,mean_reversion,5e-05,2.0,2.0,10,0.75,0.0,0.15,43,30,13,69.76744186046511,0.8026666666666731,-5.162790697674277
futures,6E,mean_reversion,5e-05,2.0,2.5,16,,-0.1,0.1,82,56,26,68.29268292682927,0.8010784901138424,-8.09756097560968
futures,6E,mean_reversion,5e-05,2.0,1.5,6,2.0,-0.2,0.4,174,122,52,70.11494252873564,0.8006417112299479,-5.356321839080421
futures,6E,mean_reversion,5e-05,2.0,1.5,10,2.0,,,164,118,46,71.95121951219512,0.7988864142538988,-5.506097560975559
futures,6E,mean_reversion,5e-05,2.0,2.5,24,,-0.05,0.15,76,53,23,69.73684210526315,0.7978142076502798,-8.27631578947343
futures,6E,mean_reversion,5e-05,2.0,2.5,10,,-0.1,0.1,84,57,27,67.85714285714286,0.7974419988102336,-8.107142857142792
futures,6E,mean_reversion,5e-05,2.0,2.5,24,,-0.1,0.1,81,55,26,67.90123456790124,0.7956860395446398,-8.419753086419648
futures,6E,mean_reversion,5e-05,2.0,1.5,10,2.0,-0.2,0.4,163,117,46,71.77914110429448,0.7953229398663714,-5.638036809815889
futures,6E,mean_reversion,5e-05,2.0,2.0,6,1.0,,,102,73,29,71.56862745098039,0.7941595441595418,-5.666666666666739
futures,6E,mean_reversion,5e-05,2.0,1.5,16,2.0,-0.2,0.4,154,109,45,70.77922077922078,0.7927542754275414,-5.980519480519518
futures,6E,mean_reversion,5e-05,2.0,2.0,24,0.75,0.0,0.15,32,22,10,68.75,0.7914746543778935,-5.656249999999664
futures,6E,mean_reversion,5e-05,2.0,2.0,6,1.0,-0.2,0.4,101,72,29,71.28712871287128,0.7802706552706538,-6.10891089108916
futures,6E,mean_reversion,5e-05,2.0,2.0,6,1.0,-0.1,0.25,80,57,23,71.25,0.7742960944595826,-6.212500000000008
futures,6E,mean_reversion,5e-05,2.0,2.0,24,1.0,-0.1,0.1,30,22,8,73.33333333333333,0.77298524404087,-6.6666666666664485
futures,6E,mean_reversion,5e-05,2.0,1.5,6,0.75,-0.1,0.1,57,42,15,73.68421052631578,0.7717184527584023,-6.315789473684202
futures,6E,mean_reversion,5e-05,2.0,2.0,16,1.0,,,95,69,26,72.63157894736842,0.7698955707598106,-6.726315789473747
futures,6E,mean_reversion,5e-05,2.0,1.5,24,1.0,-0.05,0.15,53,38,15,71.69811320754717,0.7689912826899054,-7.0000000000002425
futures,6E,mean_reversion,5e-05,2.0,2.0,16,,-0.1,0.1,109,70,39,64.22018348623854,0.7683371298405506,-9.330275229357664
futures,6E,mean_reversion,5e-05,2.0,2.0,6,0.75,-0.1,0.1,38,28,10,73.68421052631578,0.767195767195778,-6.94736842105232
futures,6E,mean_reversion,5e-05,2.0,1.5,10,0.75,-0.1,0.25,88,64,24,72.72727272727273,0.7666959578207307,-6.034090909091095
futures,6E,mean_reversion,5e-05,2.0,2.0,10,1.0,,,98,70,28,71.42857142857143,0.7662985393658672,-6.693877551020524
futures,6E,mean_reversion,5e-05,2.0,1.5,16,1.5,,,134,95,39,70.8955223880597,0.7605378846651095,-6.910447761194184
futures,6E,mean_reversion,5e-05,2.0,1.5,24,1.0,,,99,70,29,70.70707070707071,0.760205958072812,-6.585858585858842
