market,symbol,phase,pip_or_tick_size,unit_size_pips_or_ticks,trades,wins,losses,win_rate_pct,profit_factor,avg_pips
forex,AUDUSD,mean_reversion,0.0001,1,56,19,37,33.92857142857143,0.5135135135135135,-0.32142857142857145
forex,AUDUSD,mean_reversion,0.0001,3,56,27,29,48.214285714285715,0.9310344827586207,-0.10714285714285714
forex,AUDUSD,mean_reversion,0.0001,4,56,26,30,46.42857142857143,0.8666666666666667,-0.2857142857142857
forex,AUDUSD,mean_reversion,0.0001,5,56,25,31,44.642857142857146,0.7870967741935506,-0.5892857142857082
forex,AUDUSD,mean_reversion,0.0001,8,56,24,32,42.857142857142854,0.6835941406249955,-1.4464267857143063
forex,AUDUSD,mean_reversion,0.0001,10,56,27,29,48.214285714285715,0.7879231034482672,-1.0982553571429015
forex,AUDUSD,mean_reversion,0.0001,11,56,27,29,48.214285714285715,0.7758548589341615,-1.27682678571433
forex,AUDUSD,mean_reversion,0.0001,20,56,32,24,57.14285714285714,0.7298495833333305,-2.315575000000024
forex,AUDUSD,mean_reversion,0.0001,50,56,42,14,75.0,0.8721164893617023,-1.287969642857144
forex,AUDUSD,mean_reversion,0.0001,100,56,43,13,76.78571428571429,1.6012239029224564,3.426539285714285
forex,AUDUSD,mean_reversion,0.0001,200,56,43,13,76.78571428571429,1.2192154629516743,1.6408249999999995
forex,AUDUSD,momentum,0.0001,1,109,28,81,25.688073394495415,0.345679012345679,-0.48623853211009177
forex,AUDUSD,momentum,0.0001,3,109,53,56,48.62385321100918,0.9464285714285714,-0.08256880733944955
forex,AUDUSD,momentum,0.0001,4,109,55,54,50.45871559633027,1.0185185185185186,0.03669724770642202
forex,AUDUSD,momentum,0.0001,5,109,52,57,47.706422018348626,0.9122807017543859,-0.22935779816513763
forex,AUDUSD,momentum,0.0001,8,109,59,50,54.12844036697248,1.1665267499999994,0.611107339449539
forex,AUDUSD,momentum,0.0001,10,109,58,51,53.21100917431193,1.0711968627450963,0.333122935779809
forex,AUDUSD,momentum,0.0001,20,109,70,39,64.22018348623854,1.1508373421900209,1.0544779816513625
forex,AUDUSD,momentum,0.0001,50,109,90,19,82.56880733944955,1.3541032971234868,2.801965137614649
forex,AUDUSD,momentum,0.0001,100,109,91,18,83.4862385321101,1.15913527664478,1.476280733944956
forex,AUDUSD,momentum,0.0001,200,109,92,17,84.40366972477065,1.342418651893846,2.7885073394495263
forex,EURUSD,mean_reversion,0.0001,1,55,10,45,18.181818181818183,0.2222222222222222,-0.6363636363636364
forex,EURUSD,mean_reversion,0.0001,2,55,17,38,30.909090909090907,0.4473684210526316,-0.7636363636363637
forex,EURUSD,mean_reversion,0.0001,3,55,19,36,34.54545454545455,0.5277777777777778,-0.9272727272727272
forex,EURUSD,mean_reversion,0.0001,5,55,24,31,43.63636363636363,0.7947019867549675,-0.5636363636363616
forex,EURUSD,mean_reversion,0.0001,7,55,29,26,52.72727272727272,1.1478977272727229,0.4732727272727128
forex,EURUSD,mean_reversion,0.0001,10,55,29,26,52.72727272727272,1.0545418326693075,0.24890909090902227
forex,EURUSD,mean_reversion,0.0001,13,55,30,25,54.54545454545454,0.9638658146964636,-0.20563636363648982
forex,EURUSD,mean_reversion,0.0001,20,55,38,17,69.0909090909091,1.5435825545171011,3.1725454545452614
forex,EURUSD,mean_reversion,0.0001,50,55,41,14,74.54545454545455,0.9300153609830798,-0.8283636363639105
forex,EURUSD,mean_reversion,0.0001,100,55,45,10,81.81818181818183,1.208516984258465,2.287999999999712
forex,EURUSD,mean_reversion,0.0001,200,55,45,10,81.81818181818183,1.6472953133822226,5.210727272726949
forex,EURUSD,momentum,0.0001,1,71,7,64,9.859154929577464,0.109375,-0.8028169014084507
forex,EURUSD,momentum,0.0001,2,71,18,53,25.352112676056336,0.33962264150943394,-0.9859154929577465
forex,EURUSD,momentum,0.0001,3,71,24,47,33.80281690140845,0.5106382978723404,-0.971830985915493
forex,EURUSD,momentum,0.0001,5,71,34,37,47.88732394366197,0.918918918918919,-0.2112676056338028
forex,EURUSD,momentum,0.0001,6,71,33,38,46.478873239436616,0.868421052631579,-0.4225352112676056
forex,EURUSD,momentum,0.0001,10,71,33,38,46.478873239436616,0.8565789473684196,-0.7676056338028253
forex,EURUSD,momentum,0.0001,13,71,32,39,45.07042253521127,0.7764694280078899,-1.5961971830985886
forex,EURUSD,momentum,0.0001,20,71,30,41,42.25352112676056,0.5956067205973887,-4.576478873239415
forex,EURUSD,momentum,0.0001,50,71,44,27,61.97183098591549,0.6915334272222675,-5.244366197183121
forex,EURUSD,momentum,0.0001,100,71,53,18,74.64788732394366,0.8533674775928242,-2.419436619718408
forex,EURUSD,momentum,0.0001,200,71,53,18,74.64788732394366,1.0403130137984087,0.5456338028168297
forex,GBPUSD,mean_reversion,0.0001,1,55,9,46,16.363636363636363,0.1956521739130435,-0.6727272727272727
forex,GBPUSD,mean_reversion,0.0001,2,55,11,44,20.0,0.25,-1.2
forex,GBPUSD,mean_reversion,0.0001,4,55,23,32,41.81818181818181,0.71875,-0.6545454545454545
forex,GBPUSD,mean_reversion,0.0001,5,55,23,32,41.81818181818181,0.71875,-0.8181818181818182
forex,GBPUSD,mean_reversion,0.0001,6,55,24,31,43.63636363636363,0.7741935483870968,-0.7636363636363637
forex,GBPUSD,mean_reversion,0.0001,8,55,26,29,47.27272727272727,0.9211691762621761,-0.32363636363637616
forex,GBPUSD,mean_reversion,0.0001,10,55,26,29,47.27272727272727,0.9187366926898429,-0.41636363636367885
forex,GBPUSD,mean_reversion,0.0001,11,55,28,27,50.90909090909091,0.9913134120917191,-0.045454545454604756
forex,GBPUSD,mean_reversion,0.0001,15,55,27,28,49.09090909090909,0.8286659877800368,-1.2236363636363945
forex,GBPUSD,mean_reversion,0.0001,20,55,29,26,52.72727272727272,0.9165285832642879,-0.7327272727273068
forex,GBPUSD,mean_reversion,0.0001,50,55,43,12,78.18181818181819,1.6081941129673638,5.5599999999998335
forex,GBPUSD,mean_reversion,0.0001,100,55,44,11,80.0,1.394884591391128,4.603636363636214
forex,GBPUSD,mean_reversion,0.0001,200,55,44,11,80.0,1.168081494057716,2.3399999999998746
forex,GBPUSD,momentum,0.0001,1,93,16,77,17.20430107526882,0.2077922077922078,-0.6559139784946236
forex,GBPUSD,momentum,0.0001,2,93,32,61,34.40860215053764,0.5245901639344263,-0.6236559139784946
forex,GBPUSD,momentum,0.0001,4,93,43,50,46.236559139784944,0.86,-0.3010752688172043
forex,GBPUSD,momentum,0.0001,5,93,46,47,49.46236559139785,0.9787234042553191,-0.053763440860215055
forex,GBPUSD,momentum,0.0001,7,93,52,41,55.91397849462365,1.2682926829268293,0.8279569892473119
forex,GBPUSD,momentum,0.0001,10,93,46,47,49.46236559139785,0.9787234042553191,-0.10752688172043011
forex,GBPUSD,momentum,0.0001,11,93,45,48,48.38709677419355,0.9375,-0.3548387096774194
forex,GBPUSD,momentum,0.0001,14,93,47,46,50.53763440860215,0.9698757763975179,-0.20860215053761835
forex,GBPUSD,momentum,0.0001,20,93,51,42,54.83870967741935,1.1251740286039709,1.0634408602150252
forex,GBPUSD,momentum,0.0001,50,93,66,27,70.96774193548387,1.2996212508956777,3.147311827956867
forex,GBPUSD,momentum,0.0001,100,93,71,22,76.34408602150538,1.314935707220564,3.423655913978392
forex,GBPUSD,momentum,0.0001,200,93,72,21,77.41935483870968,1.054273335959031,0.7408602150536573
forex,NZDUSD,mean_reversion,0.0001,1,69,20,49,28.985507246376812,0.40816326530612246,-0.42028985507246375
forex,NZDUSD,mean_reversion,0.0001,2,69,31,38,44.927536231884055,0.7960539473684269,-0.2246362318840515
forex,NZDUSD,mean_reversion,0.0001,3,69,36,33,52.17391304347826,1.0417242424242472,0.059865217391311364
forex,NZDUSD,mean_reversion,0.0001,4,69,37,32,53.62318840579711,1.1025835937500037,0.19030000000000702
forex,NZDUSD,mean_reversion,0.0001,5,69,39,30,56.52173913043478,1.25156047937495,0.5401608695652298
forex,NZDUSD,mean_reversion,0.0001,7,69,40,29,57.971014492753625,1.222746982821825,0.642930434782631
forex,NZDUSD,mean_reversion,0.0001,9,69,41,28,59.42028985507246,1.226295054103114,0.8073144927536366
forex,NZDUSD,mean_reversion,0.0001,10,69,42,27,60.86956521739131,1.1633495414949706,0.6229999999999988
forex,NZDUSD,mean_reversion,0.0001,20,69,47,22,68.11594202898551,0.9721785822654154,-0.17062173913043024
forex,NZDUSD,mean_reversion,0.0001,50,69,54,15,78.26086956521739,0.8821508102275374,-1.0183956521739363
forex,NZDUSD,mean_reversion,0.0001,100,69,55,14,79.71014492753623,0.7810518907218558,-2.2100768115942055
forex,NZDUSD,mean_reversion,0.0001,200,69,55,14,79.71014492753623,0.6959566742757719,-3.4442869565217618
forex,NZDUSD,momentum,0.0001,1,96,23,73,23.958333333333336,0.3150684931506849,-0.5208333333333334
forex,NZDUSD,momentum,0.0001,2,96,39,57,40.625,0.6842105263157895,-0.375
forex,NZDUSD,momentum,0.0001,3,96,38,58,39.58333333333333,0.6551724137931034,-0.625
forex,NZDUSD,momentum,0.0001,5,96,44,52,45.83333333333333,0.8461538461538461,-0.4166666666666667
forex,NZDUSD,momentum,0.0001,7,96,50,46,52.083333333333336,1.0749282608695663,0.2513218750000039
forex,NZDUSD,momentum,0.0001,9,96,54,42,56.25,1.1897761904761932,0.7472437500000112
forex,NZDUSD,momentum,0.0001,10,96,53,43,55.208333333333336,1.1021034883720966,0.45733854166668325
forex,NZDUSD,momentum,0.0001,20,96,66,30,68.75,1.405569461679087,2.140778124999981
forex,NZDUSD,momentum,0.0001,50,96,73,23,76.04166666666666,1.0048608479559908,0.041101041666614734
forex,NZDUSD,momentum,0.0001,100,96,76,20,79.16666666666666,0.8870520262537194,-1.120320833333375
forex,NZDUSD,momentum,0.0001,200,96,76,20,79.16666666666666,0.9004705414286016,-0.9725125000000275
forex,USDCAD,mean_reversion,0.0001,1,44,5,39,11.363636363636363,0.1282051282051282,-0.7727272727272727
forex,USDCAD,mean_reversion,0.0001,2,44,9,35,20.454545454545457,0.2571428571428571,-1.1818181818181819
forex,USDCAD,mean_reversion,0.0001,3,44,13,31,29.545454545454547,0.3924731182795574,-1.2840909090909356
forex,USDCAD,mean_reversion,0.0001,5,44,18,26,40.909090909090914,0.6468253968253873,-1.0113636363636629
forex,USDCAD,mean_reversion,0.0001,7,44,21,23,47.72727272727273,0.8677419354838634,-0.4659090909091174
forex,USDCAD,mean_reversion,0.0001,10,44,22,22,50.0,0.95273631840796,-0.21590909090909197
forex,USDCAD,mean_reversion,0.0001,13,44,22,22,50.0,0.8927203065134083,-0.636363636363646
forex,USDCAD,mean_reversion,0.0001,20,44,21,23,47.72727272727273,0.6092039800995056,-3.5704545454545142
forex,USDCAD,mean_reversion,0.0001,50,44,25,19,56.81818181818182,0.5857819905213261,-5.959090909090929
forex,USDCAD,mean_reversion,0.0001,100,44,26,18,59.09090909090909,0.6120270058093819,-5.615909090909236
forex,USDCAD,mean_reversion,0.0001,200,44,26,18,59.09090909090909,0.5898017854440847,-6.161363636363774
forex,USDCAD,momentum,0.0001,1,68,6,62,8.823529411764707,0.0967741935483871,-0.8235294117647058
forex,USDCAD,momentum,0.0001,2,68,15,53,22.058823529411764,0.2830188679245283,-1.1176470588235294
forex,USDCAD,momentum,0.0001,3,68,25,43,36.76470588235294,0.5813953488372093,-0.7941176470588235
forex,USDCAD,momentum,0.0001,5,68,35,33,51.470588235294116,1.0606060606060606,0.14705882352941177
forex,USDCAD,momentum,0.0001,6,68,36,32,52.94117647058824,1.125,0.35294117647058826
forex,USDCAD,momentum,0.0001,9,68,41,27,60.29411764705882,1.487654320987654,1.7426470588235285
forex,USDCAD,momentum,0.0001,10,68,42,26,61.76470588235294,1.5788461538461536,2.2132352941176463
forex,USDCAD,momentum,0.0001,12,68,44,24,64.70588235294117,1.8574007220216615,3.4926470588235303
forex,USDCAD,momentum,0.0001,20,68,47,21,69.11764705882352,1.96508728179551,5.691176470588226
forex,USDCAD,momentum,0.0001,50,68,53,15,77.94117647058823,1.852490091332067,7.2749999999999595
forex,USDCAD,momentum,0.0001,100,68,55,13,80.88235294117648,1.5813199764289885,5.802941176470539
forex,USDCAD,momentum,0.0001,200,68,56,12,82.35294117647058,2.3290975662287217,9.074999999999928
forex,USDCHF,mean_reversion,0.0001,1,53,12,41,22.641509433962266,0.2926829268292683,-0.5471698113207547
forex,USDCHF,mean_reversion,0.0001,3,53,29,24,54.71698113207547,1.2083333333333333,0.2830188679245283
forex,USDCHF,mean_reversion,0.0001,4,53,27,26,50.943396226415096,1.0384615384615385,0.07547169811320754
forex,USDCHF,mean_reversion,0.0001,5,53,25,28,47.16981132075472,0.8735678571428596,-0.3339716981132011
forex,USDCHF,mean_reversion,0.0001,6,53,25,28,47.16981132075472,0.8708303571428592,-0.40944339622640863
forex,USDCHF,mean_reversion,0.0001,8,53,26,27,49.056603773584904,0.9319416666666674,-0.27736981132075134
forex,USDCHF,mean_reversion,0.0001,10,53,25,28,47.16981132075472,0.8562937037037076,-0.7320886792452634
forex,USDCHF,mean_reversion,0.0001,11,53,27,26,50.943396226415096,0.9759974545454607,-0.12454150943393041
forex,USDCHF,mean_reversion,0.0001,20,53,34,19,64.15094339622641,1.1397225000000166,0.9490584905661501
forex,USDCHF,mean_reversion,0.0001,50,53,43,10,81.13207547169812,1.612160777869083,4.216979245283074
forex,USDCHF,mean_reversion,0.0001,100,53,44,9,83.01886792452831,1.3282886718032187,2.8245226415094833
forex,USDCHF,mean_reversion,0.0001,200,53,44,9,83.01886792452831,1.1749744180655557,1.7018754716981734
forex,USDCHF,momentum,0.0001,1,83,9,74,10.843373493975903,0.12162162162162163,-0.7831325301204819
forex,USDCHF,momentum,0.0001,3,83,31,52,37.34939759036144,0.5961538461538461,-0.7590361445783133
forex,USDCHF,momentum,0.0001,4,83,32,51,38.55421686746988,0.6274509803921569,-0.9156626506024096
forex,USDCHF,momentum,0.0001,5,83,35,48,42.168674698795186,0.7291666666666666,-0.7831325301204819
forex,USDCHF,momentum,0.0001,6,83,40,43,48.19277108433735,0.9302325581395349,-0.21686746987951808
forex,USDCHF,momentum,0.0001,9,83,36,47,43.373493975903614,0.7494096926713951,-1.2771048192771062
forex,USDCHF,momentum,0.0001,10,83,43,40,51.80722891566265,1.0550007500000005,0.2650638554216889
forex,USDCHF,momentum,0.0001,12,83,45,38,54.21686746987952,1.1282918859649096,0.7048325301204676
forex,USDCHF,momentum,0.0001,20,83,57,26,68.67469879518072,1.8628159839736569,5.054225301204811
forex,USDCHF,momentum,0.0001,50,83,65,18,78.3132530120482,1.8319897886676826,7.314484337349364
forex,USDCHF,momentum,0.0001,100,83,68,15,81.92771084337349,2.1636730409873004,9.671090361445758
forex,USDCHF,momentum,0.0001,200,83,68,15,81.92771084337349,2.2075188190117907,9.836160240963824
forex,USDJPY,mean_reversion,0.01,2,49,13,36,26.53061224489796,0.3611111111111111,-0.9387755102040817
forex,USDJPY,mean_reversion,0.01,3,49,17,32,34.69387755102041,0.53125,-0.9183673469387755
forex,USDJPY,mean_reversion,0.01,5,49,23,26,46.93877551020408,0.8846153846153846,-0.30612244897959184
forex,USDJPY,mean_reversion,0.01,6,49,25,24,51.02040816326531,1.018722222222224,0.05502040816327049
forex,USDJPY,mean_reversion,0.01,9,49,28,21,57.14285714285714,1.2343804232804205,0.9040387755101931
forex,USDJPY,mean_reversion,0.01,10,49,28,21,57.14285714285714,1.1942757142857117,0.8326102040816216
forex,USDJPY,mean_reversion,0.01,12,49,27,22,55.10204081632652,1.078779924242422,0.42444693877549916
forex,USDJPY,mean_reversion,0.01,17,49,26,23,53.06122448979592,0.9260797953964175,-0.5898530612245052
forex,USDJPY,mean_reversion,0.01,20,49,28,21,57.14285714285714,1.0407100000000036,0.3489428571428877
forex,USDJPY,mean_reversion,0.01,23,49,30,19,61.224489795918366,1.1636892448512572,1.4598408163265189
forex,USDJPY,mean_reversion,0.01,50,49,35,14,71.42857142857143,1.0975421428571548,1.3934591836736407
forex,USDJPY,mean_reversion,0.01,100,49,38,11,77.55102040816327,0.9823231976459156,-0.36778571428549045
forex,USDJPY,mean_reversion,0.01,200,49,40,9,81.63265306122449,1.0696026537408239,1.3313183673471591
forex,USDJPY,momentum,0.01,2,70,11,59,15.714285714285714,0.1864406779661017,-1.3714285714285714
forex,USDJPY,momentum,0.01,3,70,18,52,25.71428571428571,0.34615384615384615,-1.457142857142857
forex,USDJPY,momentum,0.01,5,70,25,45,35.714285714285715,0.5555555555555556,-1.4285714285714286
forex,USDJPY,momentum,0.01,6,70,23,47,32.857142857142854,0.48936170212765956,-2.057142857142857
forex,USDJPY,momentum,0.01,9,70,31,39,44.285714285714285,0.7948717948717948,-1.0285714285714285
forex,USDJPY,momentum,0.01,10,70,32,38,45.714285714285715,0.8421052631578947,-0.8571428571428571
