market,symbol,phase,side,signal_index,entry_index,exit_index,signal_time,entry_time,exit_time,entry_price,exit_price,gross_units,net_units,r_multiple,tp_units,sl_units,cost_units,exit_reason,bars_held,key,size_multiplier,dollars_per_unit,pnl_dollars,risk_dollars,target_dollars,session_key
futures,GC,ict_sweep_fvg,short,4369,4378,4379,2024-02-19 15:00:00+00:00,2024-02-19 17:15:00+00:00,2024-02-19 17:30:00+00:00,2028.1,2029.1,-10.0,-13.0,-1.8571428571428568,10.0,10.0,3.0,sl,1,GC:ict_sweep_fvg,15.0,1.0,-195.0,195.0,150.0,2024-02-19
futures,CL,ict_sweep_fvg,short,4389,4400,4400,2024-02-19 18:45:00+00:00,2024-02-20 01:00:00+00:00,2024-02-20 01:00:00+00:00,78.3,78.22,7.999999999999829,4.9999999999998295,1.0,7.999999999999829,7.999999999999829,3.0,tp,0,CL:ict_sweep_fvg,35.0,1.0,174.99999999999403,384.99999999999403,279.999999999994,2024-02-20
futures,RTY,ict_sweep_fvg,long,4407,4417,4417,2024-02-20 05:45:00+00:00,2024-02-20 08:15:00+00:00,2024-02-20 08:15:00+00:00,2022.0,2021.0,-10.0,-13.0,-1.0,10.0,10.0,3.0,sl,0,RTY:ict_sweep_fvg,40.0,0.5,-260.0,260.0,200.0,2024-02-20
futures,CL,momentum,long,323327,323328,323537,2024-02-20 08:45:00+00:00,2024-02-20 09:00:00+00:00,2024-02-22 15:15:00+00:00,78.1,78.24,14.000000000000057,11.000000000000057,0.021868787276342,500.0,500.0,3.0,signal,209,CL:momentum,2.0,1.0,22.000000000000114,1006.0,1000.0,2024-02-20
futures,RTY,ict_sweep_fvg,long,4419,4421,4421,2024-02-20 08:45:00+00:00,2024-02-20 09:15:00+00:00,2024-02-20 09:15:00+00:00,2022.1,2023.8,17.000000000000455,14.000000000000457,0.7000000000000068,17.000000000000455,17.000000000000455,3.0,tp,0,RTY:ict_sweep_fvg,40.0,0.5,280.00000000000915,400.0000000000091,340.0000000000091,2024-02-20
futures,6B,mean_reversion,short,322308,322309,322310,2024-02-20 11:15:00+00:00,2024-02-20 11:30:00+00:00,2024-02-20 11:45:00+00:00,1.2592,1.2592,-0.0,-3.0,-0.0147783251231527,500.0,200.0,3.0,signal,1,6B:mean_reversion,9.0,0.625,-16.875,1141.875,2812.5,2024-02-20
futures,RTY,ict_sweep_fvg,long,4429,4435,4436,2024-02-20 11:15:00+00:00,2024-02-20 12:45:00+00:00,2024-02-20 13:00:00+00:00,2023.2,2024.8,16.000000000001364,13.000000000001364,0.6842105263158941,16.000000000001364,15.99999999999909,3.0,tp,1,RTY:ict_sweep_fvg,40.0,0.5,260.0000000000273,379.9999999999818,320.0000000000273,2024-02-20
futures,CL,ict_sweep_fvg,long,4449,4456,4456,2024-02-20 13:15:00+00:00,2024-02-20 15:00:00+00:00,2024-02-20 15:00:00+00:00,77.71000000000001,77.59,-12.000000000000457,-15.000000000000457,-1.0,11.999999999999034,12.000000000000457,3.0,sl,0,CL:ict_sweep_fvg,35.0,1.0,-525.000000000016,525.000000000016,419.9999999999662,2024-02-20
futures,YM,ict_sweep_fvg,long,4442,4444,4444,2024-02-20 14:30:00+00:00,2024-02-20 15:00:00+00:00,2024-02-20 15:00:00+00:00,38625.0,38664.0,39.0,36.0,0.8571428571428571,39.0,39.0,3.0,tp,0,YM:ict_sweep_fvg,35.0,0.5,630.0,735.0,682.5,2024-02-20
futures,NQ,ict_sweep_fvg,long,4558,4561,4561,2024-02-21 20:30:00+00:00,2024-02-21 21:15:00+00:00,2024-02-21 21:15:00+00:00,17456.0,17419.5,-146.0,-149.0,-1.0,146.0,146.0,3.0,sl,0,NQ:ict_sweep_fvg,15.0,0.5,-1117.5,1117.5,1095.0,2024-02-21
futures,RTY,ict_sweep_fvg,short,4604,4613,4613,2024-02-22 09:00:00+00:00,2024-02-22 11:15:00+00:00,2024-02-22 11:15:00+00:00,2013.4,2010.6,27.999999999999545,24.999999999999545,1.0,27.999999999999545,27.999999999999545,3.0,tp,0,RTY:ict_sweep_fvg,40.0,0.5,499.9999999999909,619.9999999999909,559.9999999999909,2024-02-22
futures,CL,ict_sweep_fvg,short,4623,4638,4638,2024-02-22 10:45:00+00:00,2024-02-22 14:30:00+00:00,2024-02-22 14:30:00+00:00,78.10000000000001,77.97,13.000000000000966,10.000000000000966,1.000000000000142,13.000000000000966,12.999999999999543,3.0,tp,0,CL:ict_sweep_fvg,35.0,1.0,350.0000000000338,559.999999999984,455.0000000000338,2024-02-22
futures,RTY,ict_sweep_fvg,short,4615,4627,4627,2024-02-22 11:45:00+00:00,2024-02-22 14:45:00+00:00,2024-02-22 14:45:00+00:00,2014.4,2016.4,-20.0,-23.0,-1.3529411764705883,20.0,20.0,3.0,sl,0,RTY:ict_sweep_fvg,40.0,0.5,-460.0,460.0,400.0,2024-02-22
futures,YM,ict_sweep_fvg,short,4735,4740,4741,2024-02-23 18:45:00+00:00,2024-02-23 20:00:00+00:00,2024-02-23 20:15:00+00:00,39201.0,39226.0,-25.0,-28.0,-1.2727272727272727,25.0,25.0,3.0,sl,1,YM:ict_sweep_fvg,35.0,0.5,-490.0,490.0,437.5,2024-02-23
futures,NQ,ict_sweep_fvg,long,4757,4760,4760,2024-02-26 01:15:00+00:00,2024-02-26 02:00:00+00:00,2024-02-26 02:00:00+00:00,17935.5,17945.0,38.0,35.0,0.8536585365853658,38.0,38.0,3.0,tp,0,NQ:ict_sweep_fvg,15.0,0.5,262.5,307.5,285.0,2024-02-26
futures,6B,mean_reversion,short,322690,322691,322829,2024-02-26 14:45:00+00:00,2024-02-26 15:00:00+00:00,2024-02-28 03:30:00+00:00,1.2682,1.2669,13.000000000000789,10.000000000000789,0.0492610837438462,500.0,200.0,3.0,signal,138,6B:mean_reversion,9.0,0.625,56.250000000004434,1141.875,2812.5,2024-02-26
futures,CL,momentum,short,323719,323720,324261,2024-02-26 14:45:00+00:00,2024-02-26 15:00:00+00:00,2024-03-05 12:15:00+00:00,76.93,78.16,-122.99999999999898,-125.99999999999898,-0.2504970178926421,500.0,500.0,3.0,signal,541,CL:momentum,2.0,1.0,-251.99999999999795,1006.0,1000.0,2024-02-26
futures,YM,ict_sweep_fvg,short,4822,4828,4835,2024-02-26 17:30:00+00:00,2024-02-26 19:00:00+00:00,2024-02-26 20:45:00+00:00,39165.0,39124.0,41.0,38.0,1.0,41.0,41.0,3.0,tp,7,YM:ict_sweep_fvg,35.0,0.5,665.0,770.0,717.5,2024-02-26
futures,GC,ict_sweep_fvg,short,4887,4898,4898,2024-02-27 09:00:00+00:00,2024-02-27 11:45:00+00:00,2024-02-27 11:45:00+00:00,2047.2,2047.8,-6.000000000001364,-9.000000000001364,-2.9999999999990905,5.9999999999990905,6.000000000001364,3.0,sl,0,GC:ict_sweep_fvg,15.0,1.0,-135.00000000002046,135.00000000002046,89.99999999998636,2024-02-27
futures,GC,ict_sweep_fvg,long,4993,5004,5004,2024-02-28 12:30:00+00:00,2024-02-28 15:15:00+00:00,2024-02-28 15:15:00+00:00,2039.6,2041.4,17.999999999999545,14.999999999999543,0.7142857142857081,17.999999999999545,17.999999999999545,3.0,tp,0,GC:ict_sweep_fvg,15.0,1.0,224.99999999999315,314.9999999999932,269.9999999999932,2024-02-28
futures,NQ,momentum,short,321397,321398,321400,2024-02-28 16:30:00+00:00,2024-02-28 16:45:00+00:00,2024-02-28 17:15:00+00:00,17969.0,17931.5,150.0,147.0,0.2922465208747515,150.0,500.0,3.0,tp,2,NQ:momentum,4.0,0.5,294.0,1006.0,300.0,2024-02-28
futures,CL,ict_sweep_fvg,short,5012,5017,5020,2024-02-28 16:00:00+00:00,2024-02-28 17:15:00+00:00,2024-02-28 18:00:00+00:00,78.87,78.58,29.000000000000625,26.000000000000625,1.0000000000000546,29.000000000000625,28.999999999999204,3.0,tp,3,CL:ict_sweep_fvg,35.0,1.0,910.0000000000218,1119.9999999999723,1015.0000000000218,2024-02-28
futures,NQ,ict_sweep_fvg,long,4998,5006,5006,2024-02-28 15:30:00+00:00,2024-02-28 17:30:00+00:00,2024-02-28 17:30:00+00:00,17920.25,17900.25,-80.0,-83.0,-1.0,80.0,80.0,3.0,sl,0,NQ:ict_sweep_fvg,15.0,0.5,-622.5,622.5,600.0,2024-02-28
futures,YM,ict_sweep_fvg,long,4998,5008,5008,2024-02-28 15:30:00+00:00,2024-02-28 18:00:00+00:00,2024-02-28 18:00:00+00:00,38906.0,38929.0,23.0,20.0,0.7692307692307693,23.0,23.0,3.0,tp,0,YM:ict_sweep_fvg,35.0,0.5,350.0,455.0,402.5,2024-02-28
futures,NQ,ict_sweep_fvg,long,5007,5012,5012,2024-02-28 17:45:00+00:00,2024-02-28 19:00:00+00:00,2024-02-28 19:00:00+00:00,17912.25,17907.75,-18.0,-21.0,-1.0,18.0,18.0,3.0,sl,0,NQ:ict_sweep_fvg,15.0,0.5,-157.5,157.5,135.0,2024-02-28
futures,NQ,momentum,long,321489,321490,321490,2024-02-29 16:30:00+00:00,2024-02-29 16:45:00+00:00,2024-02-29 16:45:00+00:00,17936.75,17974.25,150.0,147.0,0.2922465208747515,150.0,500.0,3.0,tp,1,NQ:momentum,4.0,0.5,294.0,1006.0,300.0,2024-02-29
futures,NQ,ict_sweep_fvg,short,5160,5171,5178,2024-03-01 10:00:00+00:00,2024-03-01 12:45:00+00:00,2024-03-01 14:30:00+00:00,18099.0,18128.25,-117.0,-120.0,-1.0526315789473684,117.0,117.0,3.0,sl,7,NQ:ict_sweep_fvg,15.0,0.5,-900.0,900.0,877.5,2024-03-01
futures,GC,ict_sweep_fvg,long,5246,5256,5257,2024-03-04 06:45:00+00:00,2024-03-04 09:15:00+00:00,2024-03-04 09:30:00+00:00,2091.4,2092.7000000000003,13.00000000000182,10.00000000000182,0.6250000000000426,13.00000000000182,13.00000000000182,3.0,tp,1,GC:ict_sweep_fvg,15.0,1.0,150.0000000000273,240.00000000002728,195.0000000000273,2024-03-04
futures,CL,ict_sweep_fvg,long,5253,5262,5262,2024-03-04 07:15:00+00:00,2024-03-04 09:30:00+00:00,2024-03-04 09:30:00+00:00,79.9,80.02,11.999999999999034,8.999999999999034,0.5999999999999174,11.999999999999034,12.000000000000457,3.0,tp,0,CL:ict_sweep_fvg,35.0,1.0,314.9999999999662,525.000000000016,419.9999999999662,2024-03-04
futures,NQ,ict_sweep_fvg,long,5259,5264,5264,2024-03-04 11:45:00+00:00,2024-03-04 13:00:00+00:00,2024-03-04 13:00:00+00:00,18330.75,18337.25,26.0,23.0,0.7931034482758621,26.0,26.0,3.0,tp,0,NQ:ict_sweep_fvg,15.0,0.5,172.5,217.5,195.0,2024-03-04
futures,CL,ict_sweep_fvg,long,5279,5283,5283,2024-03-04 13:45:00+00:00,2024-03-04 14:45:00+00:00,2024-03-04 14:45:00+00:00,79.92,79.76,-15.99999999999966,-18.99999999999966,-1.0,15.99999999999966,15.99999999999966,3.0,sl,0,CL:ict_sweep_fvg,35.0,1.0,-664.9999999999881,664.9999999999881,559.9999999999882,2024-03-04
futures,RTY,ict_sweep_fvg,long,5335,5337,5337,2024-03-05 07:45:00+00:00,2024-03-05 08:15:00+00:00,2024-03-05 08:15:00+00:00,2069.8,2071.2000000000003,14.00000000000091,11.00000000000091,0.6470588235294307,14.00000000000091,14.00000000000091,3.0,tp,0,RTY:ict_sweep_fvg,40.0,0.5,220.0000000000182,340.0000000000182,280.0000000000182,2024-03-05
futures,RTY,ict_sweep_fvg,short,5467,5472,5472,2024-03-06 17:45:00+00:00,2024-03-06 19:00:00+00:00,2024-03-06 19:00:00+00:00,2073.4,2068.9,45.0,42.0,1.0,45.0,45.0,3.0,tp,0,RTY:ict_sweep_fvg,40.0,0.5,840.0,960.0,900.0,2024-03-06
futures,CL,momentum,short,324462,324463,324630,2024-03-07 16:30:00+00:00,2024-03-07 16:45:00+00:00,2024-03-11 11:30:00+00:00,78.88,77.73,114.99999999999916,111.99999999999916,0.2226640159045708,500.0,500.0,3.0,signal,167,CL:momentum,2.0,1.0,223.99999999999832,1006.0,1000.0,2024-03-07
futures,GC,ict_sweep_fvg,long,5695,5706,5706,2024-03-11 03:00:00+00:00,2024-03-11 05:45:00+00:00,2024-03-11 05:45:00+00:00,2184.8,2183.5,-13.00000000000182,-16.00000000000182,-1.0,12.999999999997272,13.00000000000182,3.0,sl,0,GC:ict_sweep_fvg,15.0,1.0,-240.00000000002728,240.00000000002728,194.99999999995907,2024-03-11
futures,RTY,ict_sweep_fvg,long,5696,5711,5711,2024-03-11 05:00:00+00:00,2024-03-11 08:45:00+00:00,2024-03-11 08:45:00+00:00,2079.1,2080.2000000000003,11.000000000003638,8.000000000003638,0.5714285714288684,11.000000000003638,10.99999999999909,3.0,tp,0,RTY:ict_sweep_fvg,40.0,0.5,160.00000000007276,279.9999999999818,220.00000000007276,2024-03-11
futures,GC,ict_sweep_fvg,short,5748,5751,5751,2024-03-11 16:15:00+00:00,2024-03-11 17:00:00+00:00,2024-03-11 17:00:00+00:00,2189.5,2188.0,15.0,12.0,1.0,15.0,15.0,3.0,tp,0,GC:ict_sweep_fvg,15.0,1.0,180.0,270.0,225.0,2024-03-11
futures,CL,momentum,short,324733,324734,324748,2024-03-12 14:15:00+00:00,2024-03-12 14:30:00+00:00,2024-03-12 18:00:00+00:00,78.3,77.75,54.99999999999972,51.99999999999972,0.1033797216699795,500.0,500.0,3.0,signal,14,CL:momentum,2.0,1.0,103.99999999999945,1006.0,1000.0,2024-03-12
futures,CL,ict_sweep_fvg,short,5971,5978,5978,2024-03-14 01:45:00+00:00,2024-03-14 03:30:00+00:00,2024-03-14 03:30:00+00:00,79.88,79.82000000000001,5.999999999998806,2.9999999999988063,0.9999999999995264,5.999999999998806,6.000000000000227,3.0,tp,0,CL:ict_sweep_fvg,35.0,1.0,104.99999999995822,315.00000000000796,209.99999999995822,2024-03-14
futures,NQ,ict_sweep_fvg,long,6023,6027,6027,2024-03-14 17:45:00+00:00,2024-03-14 18:45:00+00:00,2024-03-14 18:45:00+00:00,18262.75,18292.25,118.0,115.0,0.950413223140496,118.0,118.0,3.0,tp,0,NQ:ict_sweep_fvg,15.0,0.5,862.5,907.5,885.0,2024-03-14
futures,CL,momentum,long,325044,325045,325079,2024-03-18 00:00:00+00:00,2024-03-18 00:15:00+00:00,2024-03-18 08:45:00+00:00,80.6,81.5,90.00000000000057,87.00000000000057,0.1729622266401601,500.0,500.0,3.0,signal,34,CL:momentum,2.0,1.0,174.00000000000114,1006.0,1000.0,2024-03-18
futures,YM,ict_sweep_fvg,short,6165,6171,6171,2024-03-18 07:15:00+00:00,2024-03-18 08:45:00+00:00,2024-03-18 08:45:00+00:00,39152.0,39141.0,11.0,8.0,1.0,11.0,11.0,3.0,tp,0,YM:ict_sweep_fvg,35.0,0.5,140.0,245.0,192.5,2024-03-18
futures,RTY,ict_sweep_fvg,short,6175,6180,6180,2024-03-18 09:45:00+00:00,2024-03-18 11:00:00+00:00,2024-03-18 11:00:00+00:00,2065.5,2063.9,15.99999999999909,12.99999999999909,1.0,15.99999999999909,15.99999999999909,3.0,tp,0,RTY:ict_sweep_fvg,40.0,0.5,259.9999999999818,379.9999999999818,319.9999999999818,2024-03-18
futures,GC,ict_sweep_fvg,short,6384,6399,6399,2024-03-20 14:15:00+00:00,2024-03-20 18:00:00+00:00,2024-03-20 18:00:00+00:00,2164.7000000000003,2167.4,-26.99999999999818,-29.99999999999818,-1.2500000000000189,27.00000000000273,26.99999999999818,3.0,sl,0,GC:ict_sweep_fvg,15.0,1.0,-449.9999999999727,449.9999999999727,405.0000000000409,2024-03-20
futures,CL,ict_sweep_fvg,long,6470,6480,6480,2024-03-21 11:30:00+00:00,2024-03-21 14:00:00+00:00,2024-03-21 14:00:00+00:00,80.82000000000001,80.89,6.999999999999318,3.999999999999318,0.3999999999999022,6.999999999999318,7.000000000000739,3.0,tp,0,CL:ict_sweep_fvg,35.0,1.0,139.99999999997613,350.00000000002586,244.99999999997613,2024-03-21
futures,NQ,ict_sweep_fvg,long,6519,6532,6532,2024-03-22 03:45:00+00:00,2024-03-22 07:00:00+00:00,2024-03-22 07:00:00+00:00,18553.75,18563.5,39.0,36.0,0.8571428571428571,39.0,39.0,3.0,tp,0,NQ:ict_sweep_fvg,15.0,0.5,270.0,315.0,292.5,2024-03-22
futures,NQ,ict_sweep_fvg,long,6534,6550,6550,2024-03-22 07:30:00+00:00,2024-03-22 11:30:00+00:00,2024-03-22 11:30:00+00:00,18549.25,18561.25,48.0,45.0,0.8823529411764706,48.0,48.0,3.0,tp,0,NQ:ict_sweep_fvg,15.0,0.5,337.5,382.5,360.0,2024-03-22
futures,NQ,momentum,long,322946,322947,322955,2024-03-22 11:45:00+00:00,2024-03-22 12:00:00+00:00,2024-03-22 14:00:00+00:00,18510.75,18548.25,150.0,147.0,0.2922465208747515,150.0,500.0,3.0,tp,8,NQ:momentum,4.0,0.5,294.0,1006.0,300.0,2024-03-22
futures,GC,ict_sweep_fvg,long,6556,6572,6572,2024-03-22 11:15:00+00:00,2024-03-22 15:15:00+00:00,2024-03-22 15:15:00+00:00,2169.2000000000003,2170.7000000000003,15.0,12.0,0.6666666666666666,15.0,15.0,3.0,tp,0,GC:ict_sweep_fvg,15.0,1.0,180.0,270.0,225.0,2024-03-22
futures,NQ,ict_sweep_fvg,long,6569,6580,6580,2024-03-22 16:15:00+00:00,2024-03-22 19:00:00+00:00,2024-03-22 19:00:00+00:00,18550.75,18569.75,76.0,73.0,0.9240506329113924,76.0,76.0,3.0,tp,0,NQ:ict_sweep_fvg,15.0,0.5,547.5,592.5,570.0,2024-03-22
futures,GC,ict_sweep_fvg,short,6603,6608,6608,2024-03-25 00:00:00+00:00,2024-03-25 01:15:00+00:00,2024-03-25 01:15:00+00:00,2168.9,2170.6,-16.99999999999818,-19.99999999999818,-1.4285714285714843,16.99999999999818,16.99999999999818,3.0,sl,0,GC:ict_sweep_fvg,15.0,1.0,-299.9999999999727,299.9999999999727,254.99999999997272,2024-03-25
futures,NQ,momentum,short,323049,323050,323161,2024-03-25 14:30:00+00:00,2024-03-25 14:45:00+00:00,2024-03-26 19:30:00+00:00,18519.0,18481.5,150.0,147.0,0.2922465208747515,150.0,500.0,3.0,tp,111,NQ:momentum,4.0,0.5,294.0,1006.0,300.0,2024-03-25
futures,NQ,ict_sweep_fvg,short,6716,6723,6725,2024-03-26 07:00:00+00:00,2024-03-26 08:45:00+00:00,2024-03-26 09:15:00+00:00,18595.75,18609.25,-54.0,-57.0,-1.1176470588235294,54.0,54.0,3.0,sl,2,NQ:ict_sweep_fvg,15.0,0.5,-427.5,427.5,405.0,2024-03-26
futures,CL,momentum,long,325637,325638,325643,2024-03-26 10:15:00+00:00,2024-03-26 10:30:00+00:00,2024-03-26 11:45:00+00:00,81.65,82.24,58.99999999999892,55.99999999999892,0.1113320079522841,500.0,500.0,3.0,signal,5,CL:momentum,2.0,1.0,111.99999999999784,1006.0,1000.0,2024-03-26
futures,NQ,ict_sweep_fvg,short,6744,6752,6753,2024-03-26 14:00:00+00:00,2024-03-26 16:00:00+00:00,2024-03-26 16:15:00+00:00,18586.5,18564.25,89.0,86.0,1.0,89.0,89.0,3.0,tp,1,NQ:ict_sweep_fvg,15.0,0.5,645.0,690.0,667.5,2024-03-26
futures,NQ,momentum,short,323254,323255,323304,2024-03-27 19:45:00+00:00,2024-03-27 20:00:00+00:00,2024-03-28 09:15:00+00:00,18506.75,18469.25,150.0,147.0,0.2922465208747515,150.0,500.0,3.0,tp,49,NQ:momentum,4.0,0.5,294.0,1006.0,300.0,2024-03-27
futures,YM,ict_sweep_fvg,short,6951,6956,6956,2024-03-28 19:45:00+00:00,2024-03-31 22:00:00+00:00,2024-03-31 22:00:00+00:00,40198.0,40224.0,-26.0,-29.0,-1.2608695652173914,26.0,26.0,3.0,sl,0,YM:ict_sweep_fvg,35.0,0.5,-507.5,507.5,455.0,2024-04-01
futures,GC,ict_sweep_fvg,short,7012,7014,7014,2024-04-01 11:45:00+00:00,2024-04-01 12:15:00+00:00,2024-04-01 12:15:00+00:00,2268.2000000000003,2266.4,18.00000000000182,15.00000000000182,1.000000000000303,18.00000000000182,17.99999999999727,3.0,tp,0,GC:ict_sweep_fvg,15.0,1.0,225.0000000000273,314.9999999999591,270.0000000000273,2024-04-01
futures,GC,ict_sweep_fvg,short,7095,7099,7101,2024-04-02 09:30:00+00:00,2024-04-02 10:30:00+00:00,2024-04-02 11:00:00+00:00,2284.0,2280.4,35.99999999999909,32.99999999999909,1.0,35.99999999999909,35.99999999999909,3.0,tp,2,GC:ict_sweep_fvg,15.0,1.0,494.99999999998636,584.9999999999864,539.9999999999864,2024-04-02
futures,GC,ict_sweep_fvg,short,7115,7129,7136,2024-04-02 14:30:00+00:00,2024-04-02 18:00:00+00:00,2024-04-02 19:45:00+00:00,2291.6,2297.5,-59.00000000000091,-62.00000000000091,-1.1071428571428554,58.99999999999636,59.00000000000091,3.0,sl,7,GC:ict_sweep_fvg,15.0,1.0,-930.0000000000136,930.0000000000136,884.9999999999454,2024-04-02
futures,NQ,momentum,short,323599,323600,323620,2024-04-03 14:00:00+00:00,2024-04-03 14:15:00+00:00,2024-04-03 19:15:00+00:00,18370.25,18332.75,150.0,147.0,0.2922465208747515,150.0,500.0,3.0,tp,20,NQ:momentum,4.0,0.5,294.0,1006.0,300.0,2024-04-03
futures,NQ,ict_sweep_fvg,long,7472,7478,7478,2024-04-08 12:00:00+00:00,2024-04-08 13:30:00+00:00,2024-04-08 13:30:00+00:00,18297.75,18284.75,-52.0,-55.0,-1.0,52.0,52.0,3.0,sl,0,NQ:ict_sweep_fvg,15.0,0.5,-412.5,412.5,390.0,2024-04-08
futures,RTY,ict_sweep_fvg,long,7471,7480,7480,2024-04-08 11:45:00+00:00,2024-04-08 14:00:00+00:00,2024-04-08 14:00:00+00:00,2087.3,2084.7000000000003,-25.99999999999909,-28.99999999999909,-1.0,25.99999999999909,25.99999999999909,3.0,sl,0,RTY:ict_sweep_fvg,40.0,0.5,-579.9999999999818,579.9999999999818,519.9999999999818,2024-04-08
futures,GC,ict_sweep_fvg,short,7477,7485,7488,2024-04-08 13:00:00+00:00,2024-04-08 15:00:00+00:00,2024-04-08 15:45:00+00:00,2349.5,2344.9,45.99999999999909,42.99999999999909,1.0,45.99999999999909,45.99999999999909,3.0,tp,3,GC:ict_sweep_fvg,15.0,1.0,644.9999999999864,734.9999999999864,689.9999999999864,2024-04-08
futures,NQ,ict_sweep_fvg,long,7480,7486,7486,2024-04-08 14:00:00+00:00,2024-04-08 15:30:00+00:00,2024-04-08 15:30:00+00:00,18305.25,18335.0,119.0,116.0,0.9508196721311476,119.0,119.0,3.0,tp,0,NQ:ict_sweep_fvg,15.0,0.5,870.0,915.0,892.5,2024-04-08
futures,CL,ict_sweep_fvg,long,7494,7499,7499,2024-04-08 14:30:00+00:00,2024-04-08 15:45:00+00:00,2024-04-08 15:45:00+00:00,85.8,85.57000000000001,-22.999999999998977,-25.999999999998977,-1.0,23.0000000000004,22.999999999998977,3.0,sl,0,CL:ict_sweep_fvg,35.0,1.0,-909.9999999999642,909.9999999999642,805.0000000000141,2024-04-08
futures,NQ,momentum,long,323883,323884,323886,2024-04-08 16:00:00+00:00,2024-04-08 16:15:00+00:00,2024-04-08 16:45:00+00:00,18277.0,18314.5,150.0,147.0,0.2922465208747515,150.0,500.0,3.0,tp,2,NQ:momentum,4.0,0.5,294.0,1006.0,300.0,2024-04-08
futures,RTY,ict_sweep_fvg,short,7644,7654,7654,2024-04-10 09:00:00+00:00,2024-04-10 11:30:00+00:00,2024-04-10 11:30:00+00:00,2106.0,2107.6,-15.99999999999909,-18.99999999999909,-1.461538461538494,15.99999999999909,15.99999999999909,3.0,sl,0,RTY:ict_sweep_fvg,40.0,0.5,-379.9999999999818,379.9999999999818,319.9999999999818,2024-04-10
futures,NQ,ict_sweep_fvg,short,7643,7656,7656,2024-04-10 08:45:00+00:00,2024-04-10 12:00:00+00:00,2024-04-10 12:00:00+00:00,18394.75,18380.25,58.0,55.0,1.0,58.0,58.0,3.0,tp,0,NQ:ict_sweep_fvg,15.0,0.5,412.5,457.5,435.0,2024-04-10
futures,GC,ict_sweep_fvg,long,7665,7669,7669,2024-04-10 14:00:00+00:00,2024-04-10 15:00:00+00:00,2024-04-10 15:00:00+00:00,2356.6,2350.5,-60.99999999999909,-63.99999999999909,-1.0,61.00000000000364,60.99999999999909,3.0,sl,0,GC:ict_sweep_fvg,15.0,1.0,-959.9999999999864,959.9999999999864,915.0000000000546,2024-04-10
futures,CL,ict_sweep_fvg,short,7726,7743,7743,2024-04-11 03:30:00+00:00,2024-04-11 07:45:00+00:00,2024-04-11 07:45:00+00:00,86.42,86.38,4.000000000000625,1.0000000000006253,1.0,4.000000000000625,4.000000000000625,3.0,tp,0,CL:ict_sweep_fvg,35.0,1.0,35.000000000021885,245.00000000002188,140.00000000002188,2024-04-11
futures,CL,momentum,long,326648,326649,326750,2024-04-11 10:00:00+00:00,2024-04-11 10:15:00+00:00,2024-04-12 12:30:00+00:00,85.86,86.48,62.000000000000455,59.000000000000455,0.1172962226640168,500.0,500.0,3.0,signal,101,CL:momentum,2.0,1.0,118.00000000000091,1006.0,1000.0,2024-04-11
futures,NQ,momentum,short,324146,324147,324151,2024-04-11 12:45:00+00:00,2024-04-11 13:00:00+00:00,2024-04-11 14:00:00+00:00,18246.5,18209.0,150.0,147.0,0.2922465208747515,150.0,500.0,3.0,tp,4,NQ:momentum,4.0,0.5,294.0,1006.0,300.0,2024-04-11
futures,YM,ict_sweep_fvg,long,7748,7756,7756,2024-04-11 12:00:00+00:00,2024-04-11 14:00:00+00:00,2024-04-11 14:00:00+00:00,38615.0,38570.0,-45.0,-48.0,-1.0,45.0,45.0,3.0,sl,0,YM:ict_sweep_fvg,35.0,0.5,-840.0,840.0,787.5,2024-04-11
futures,RTY,ict_sweep_fvg,long,7871,7876,7876,2024-04-12 19:45:00+00:00,2024-04-14 22:00:00+00:00,2024-04-14 22:00:00+00:00,2017.2,2019.2,20.0,17.0,0.7391304347826086,20.0,20.0,3.0,tp,0,RTY:ict_sweep_fvg,40.0,0.5,340.0,460.0,400.0,2024-04-15
futures,YM,ict_sweep_fvg,long,7995,8001,8001,2024-04-16 04:45:00+00:00,2024-04-16 06:15:00+00:00,2024-04-16 06:15:00+00:00,37914.0,37935.0,21.0,18.0,0.75,21.0,21.0,3.0,tp,0,YM:ict_sweep_fvg,35.0,0.5,315.0,420.0,367.5,2024-04-16
futures,CL,ict_sweep_fvg,long,8123,8129,8129,2024-04-17 10:45:00+00:00,2024-04-17 12:15:00+00:00,2024-04-17 12:15:00+00:00,84.67,84.79,12.000000000000457,9.000000000000455,0.6000000000000121,12.000000000000457,12.000000000000457,3.0,tp,0,CL:ict_sweep_fvg,35.0,1.0,315.0000000000159,525.000000000016,420.000000000016,2024-04-17
futures,6B,mean_reversion,long,326015,326016,326044,2024-04-17 18:00:00+00:00,2024-04-17 18:15:00+00:00,2024-04-18 02:15:00+00:00,1.2462,1.2468,5.999999999999339,2.999999999999339,0.0147783251231494,500.0,200.0,3.0,signal,28,6B:mean_reversion,9.0,0.625,16.874999999996284,1141.875,2812.5,2024-04-17
futures,RTY,ict_sweep_fvg,long,8136,8144,8145,2024-04-17 17:00:00+00:00,2024-04-17 19:00:00+00:00,2024-04-17 19:15:00+00:00,1968.6,1964.3,-42.999999999999545,-45.999999999999545,-1.0,42.999999999999545,42.999999999999545,3.0,sl,1,RTY:ict_sweep_fvg,40.0,0.5,-919.9999999999909,919.9999999999909,859.9999999999909,2024-04-17
