market,symbol,phase,side,signal_index,entry_index,exit_index,signal_time,entry_time,exit_time,entry_price,exit_price,gross_units,net_units,r_multiple,tp_units,sl_units,cost_units,exit_reason,bars_held
futures,SI,momentum,short,14654,14655,14667,2024-06-13 12:45:00+00:00,2024-06-13 13:00:00+00:00,2024-06-13 16:00:00+00:00,29.465,28.815,129.99999999999972,126.99999999999972,0.2524850894632201,500,500,3.0,signal,12
futures,CL,momentum,long,14737,14738,14743,2024-06-13 15:30:00+00:00,2024-06-13 15:45:00+00:00,2024-06-13 17:00:00+00:00,78.1,78.56,46.0000000000008,43.0000000000008,0.1419141914191445,500,300,3.0,signal,5
futures,CL,momentum,long,14753,14754,14806,2024-06-13 19:30:00+00:00,2024-06-13 19:45:00+00:00,2024-06-14 09:45:00+00:00,78.18,78.44,25.99999999999909,22.99999999999909,0.0759075907590729,500,300,3.0,signal,52
futures,SI,momentum,long,14795,14796,15003,2024-06-17 02:00:00+00:00,2024-06-17 02:15:00+00:00,2024-06-19 08:00:00+00:00,29.335,29.645,61.999999999999744,58.999999999999744,0.1172962226640153,500,500,3.0,signal,207
futures,YM,mean_reversion,long,14891,14892,14901,2024-06-17 14:30:00+00:00,2024-06-17 14:45:00+00:00,2024-06-17 17:00:00+00:00,38565.0,38712.0,147.0,144.0,0.2862823061630218,500,500,3.0,signal,9
futures,SI,momentum,long,15171,15172,15596,2024-06-21 06:30:00+00:00,2024-06-21 06:45:00+00:00,2024-06-28 00:45:00+00:00,30.395,29.23,-232.99999999999983,-235.99999999999983,-0.4691848906560633,500,500,3.0,signal,424
futures,ES,mean_reversion,long,15238,15239,15338,2024-06-21 13:00:00+00:00,2024-06-21 13:15:00+00:00,2024-06-24 15:00:00+00:00,5541.5,5548.5,28.0,25.0,0.0497017892644135,500,500,3.0,signal,99
futures,ZN,mean_reversion,short,15237,15238,15248,2024-06-21 13:45:00+00:00,2024-06-21 14:00:00+00:00,2024-06-21 16:30:00+00:00,110.546875,110.453125,6.0,3.0,0.0566037735849056,15,50,3.0,signal,10
futures,ZN,mean_reversion,long,15327,15328,15357,2024-06-24 13:15:00+00:00,2024-06-24 13:30:00+00:00,2024-06-24 20:45:00+00:00,110.515625,110.640625,8.0,5.0,0.0943396226415094,15,50,3.0,signal,29
futures,ES,mean_reversion,short,15345,15346,15351,2024-06-24 16:45:00+00:00,2024-06-24 17:00:00+00:00,2024-06-24 18:15:00+00:00,5539.75,5524.5,61.0,58.0,0.1153081510934393,500,500,3.0,signal,5
futures,CL,momentum,long,15438,15439,15453,2024-06-25 09:15:00+00:00,2024-06-25 09:30:00+00:00,2024-06-25 13:00:00+00:00,81.31,81.39,7.999999999999829,4.9999999999998295,0.0165016501650159,500,300,3.0,signal,14
